"PhD Thesis-Real Estate","990
142","3","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
105","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
142","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Readng&Rsch-Real Estate PhD","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"REAL EST
239","Dept. Total","449","3.336","30.3","24.7","26.1","9.1","4.7","",".","0.2","0.4","",".",".","",".","0.7","3.8",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"239
REAL EST","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","5","3.000","60.0",".","20.0",".",".","",".","20.0",".","",".",".","",".",".",".",".",".","."
"Junior","","77","3.270","27.3","23.4","29.9","11.7","6.5","",".",".",".","",".",".","",".",".","1.3",".",".","."
"Senior","","241","3.313","30.3","24.5","27.0","10.8","6.2","",".",".",".","",".",".","",".",".","1.2",".",".","."
"Undergraduates","","323","3.298","30.0","23.8","27.6","10.8","6.2","",".","0.3",".","",".",".","",".",".","1.2",".",".","."
"Special","","3","3.500","33.3","33.3","33.3",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","117","3.449","29.9","26.5","23.1","4.3","0.9","",".",".","1.7","",".",".","",".","2.6","11.1",".",".","."
"Prof Yr 2","","4","3.938","75.0","25.0",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","2","3.000",".","50.0",".","50.0",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","6","3.536","50.0","33.3",".","16.7",".","",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","449","3.336","30.3","24.7","26.1","9.1","4.7","",".","0.2","0.4","",".",".","",".","0.7","3.8",".",".","."
