"L&S","","","","","","","","","","","","","","","","","","","",""
"COMMUNICATION ARTS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","",""
"COM ARTS
250","Dept. Total","3652","3.292","23.6","34.0","24.6","9.8","3.7","0.8","0.6","1.8","0.0","0.5","",".","0.1","0.3","0.1",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","646","3.307","19.0","42.3","25.9","9.1","2.3","0.8","0.5",".",".",".","",".",".",".","0.2",".","."
"Sophomore","","591","3.173","17.6","33.8","26.9","13.2","5.9","1.4","0.8",".",".",".","",".",".","0.3",".",".","."
"Junior","","1020","3.247","21.1","33.8","27.3","11.7","4.0","0.9","0.6",".",".","0.2","",".",".","0.3",".",".","0.2"
"Senior","","1154","3.315","23.8","35.8","25.0","8.8","3.8","0.7","0.5","0.2",".","1.3","",".",".","0.2",".",".","."
"Undergraduates","","3411","3.268","21.0","36.1","26.2","10.5","4.0","0.9","0.6","0.1",".","0.5","",".",".","0.2","0.0",".","0.1"
"Special","","28","3.439","21.4","14.3","17.9","7.1",".",".",".","32.1",".","3.6","",".",".",".","3.6",".","."
"Graduate","","213","3.958","65.7","3.3",".",".",".",".","0.5","24.9","0.5",".","",".","1.9","2.3","0.9",".","."
"","Dept. Total","3652","3.292","23.6","34.0","24.6","9.8","3.7","0.8","0.6","1.8","0.0","0.5","",".","0.1","0.3","0.1",".","0.1"
