"","999
018","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
024","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
040","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Studies","Course Total","12","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"COM DIS
252","Dept. Total","1365","3.612","60.9","19.1","9.7","3.5","2.1","1.2","0.7","1.0","",".",".","",".","1.0","0.7","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"252
COM DIS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","82","3.693","64.6","18.3","11.0","3.7","2.4",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","196","3.439","52.0","15.8","17.3","7.7","4.1","1.5","1.5",".","",".",".","",".",".",".",".",".","."
"Junior","","248","3.478","48.8","26.6","10.9","6.5","2.8","2.4","1.2","0.4","",".",".","",".",".",".","0.4",".","."
"Senior","","347","3.542","53.3","22.2","12.1","3.2","2.6","2.3","0.6","0.6","",".",".","",".","3.2",".",".",".","."
"Undergraduates","","873","3.513","52.8","21.6","12.8","5.2","3.0","1.9","0.9","0.3","",".",".","",".","1.3",".","0.1",".","."
"Special","","51","3.728","72.5","17.6","5.9",".","2.0",".","2.0",".","",".",".","",".",".",".",".",".","."
"Graduate","","256","3.880","81.3","9.8","3.5",".","0.8",".",".","3.9","",".",".","",".","0.8",".",".",".","."
"Prof Yr 1","","82","3.754","68.3","19.5","8.5","1.2",".",".",".",".","",".",".","",".",".","2.4",".",".","."
"Prof Yr 2","","43","3.743","55.8","34.9","2.3","4.7",".",".",".",".","",".",".","",".",".","2.3",".",".","."
"Prof Yr 3","","60","3.906","75.0","11.7","1.7",".",".",".",".",".","",".",".","",".",".","11.7",".",".","."
"Professionals","","185","3.805","67.6","20.5","4.9","1.6",".",".",".",".","",".",".","",".",".","5.4",".",".","."
"","Dept. Total","1365","3.612","60.9","19.1","9.7","3.5","2.1","1.2","0.7","1.0","",".",".","",".","1.0","0.7","0.1",".","."
