"L&S","","","","","","","","","","","","","","","","","","","","",""
"ATMOSPHERIC & OCEANIC SCIE Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","","",""
"ATM OCN
Dept. Total
640","765","3.033","24.2","15.8","21.7","14.0","11.1","3.4","1.0","6.3","",".","0.3","",".","1.8","",".","0.3",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","121","2.828","17.4","16.5","22.3","14.0","23.1","5.0","1.7",".","",".",".","",".",".","",".",".",".","."
"Sophomore","242","2.912","20.2","10.3","28.9","22.3","12.4","4.1","1.2","0.4","",".",".","",".",".","",".",".",".","."
"Junior","119","3.065","23.5","21.0","21.8","13.4","15.1","3.4",".","0.8","",".",".","",".","0.8","",".",".",".","."
"Senior","118","3.019","21.2","27.1","15.3","14.4","7.6","5.1","2.5","2.5","",".","1.7","",".","1.7","",".",".",".","."
"Undergraduates","600","2.945","20.5","17.0","23.5","17.3","14.2","4.3","1.3","0.8","",".","0.3","",".","0.5","",".",".",".","."
"Special","18","3.180","5.6","11.1","22.2","5.6",".",".",".","44.4","",".",".","",".",".","",".","11.1",".","."
"Graduate","147","3.631","41.5","11.6","14.3","1.4",".",".",".","23.8","",".",".","",".","7.5","",".",".",".","."
"Dept. Total","765","3.033","24.2","15.8","21.7","14.0","11.1","3.4","1.0","6.3","",".","0.3","",".","1.8","",".","0.3",".","."
