"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","2425","3.491","35.2","13.0","13.4","2.6","1.2","0.1","0.1","31.8","",".",".",".","0.5","0.0",".","1.9","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","22","3.577","81.8",".","13.6",".",".",".","4.5",".","",".",".",".",".",".",".",".","."
"Sophomore","","32","3.399","62.5","9.4","9.4","9.4","3.1","3.1",".",".","",".",".",".",".",".",".","3.1","."
"Junior","","34","3.294","55.9","11.8","17.6",".","5.9",".","5.9",".","",".",".",".",".","2.9",".",".","."
"Senior","","47","3.541","63.8","8.5","10.6","10.6","4.3",".",".",".","",".",".",".",".",".",".","2.1","."
"Undergraduates","","135","3.442","64.4","8.1","12.6","5.9","3.7","0.7","2.2",".","",".",".",".",".","0.7",".","1.5","."
"Special","","8","3.800","25.0","25.0",".",".",".",".",".","50.0","",".",".",".",".",".",".",".","."
"Graduate","","91","3.938","47.3","2.2","1.1","1.1",".",".",".","33.0","",".",".",".","14.3",".",".","1.1","."
"Prof Yr 1","","410","3.481","46.1","22.9","22.2","5.4","2.2","0.2",".","1.0","",".",".",".",".",".",".",".","."
"Prof Yr 2","","505","3.566","40.4","28.1","17.8","3.6","0.4",".",".","9.7","",".",".",".",".",".",".",".","."
"Prof Yr 3","","582","3.257","17.7","11.2","21.6","2.2","2.4",".",".","44.7","",".",".",".",".","0.2",".",".","."
"Prof Yr 4","","758","4.000","29.8",".",".",".",".",".",".","64.4","",".",".",".",".",".",".","5.8","."
"Professionals","","2255","3.484","32.0","13.3","13.6","2.4","1.1","0.0",".","35.5","",".",".",".",".","0.0",".","2.0","."
"","College Total","2489","3.491","34.3","12.7","13.1","2.5","1.2","0.1","0.1","33.5","",".",".",".","0.5","0.1",".","1.9","."
