"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","311
005","21","3.524","42.9","28.6","19.0","9.5",".",".",".",".",".",".",".",".",".",".",".","."
"","311
006","19","3.842","84.2",".","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
007","20","3.775","55.0","45.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
008","18","3.583","44.4","33.3","16.7","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","311
009","17","3.206","35.3","17.6","29.4",".","11.8","5.9",".",".",".",".",".",".",".",".",".","."
"","311
010","14","3.286","35.7","28.6","28.6",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"","311
011","15","3.733","66.7","13.3","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
012","15","3.133","6.7","40.0","40.0",".","13.3",".",".",".",".",".",".",".",".",".",".","."
"","311
013","18","3.444","38.9","16.7","38.9","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","311
014","18","3.000","22.2","22.2","22.2","22.2","5.6",".","5.6",".",".",".",".",".",".",".",".","."
"","311
015","9","3.667","55.6","22.2","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
016","20","3.525","40.0","35.0","20.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"Advanced Language Practice","Course Total","267","3.504","44.9","27.0","20.6","3.0","2.6","0.4","1.1","0.4",".",".",".",".",".",".",".","."
"","319
001","14","3.214","21.4","14.3","50.0","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","002
319","23","3.696","60.9","26.1","4.3","8.7",".",".",".",".",".",".",".",".",".",".",".","."
"","319
003","22","3.773","59.1","36.4","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Span Lang Pract","Course Total","59","3.610","50.8","27.1","15.3","6.8",".",".",".",".",".",".",".",".",".",".",".","."
"","320
001","21","3.667","52.4","33.3","9.5","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","320
002","24","3.167","41.7","25.0","16.7",".","4.2","4.2","8.3",".",".",".",".",".",".",".",".","."
"","320
003","24","3.563","58.3","12.5","20.8",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","320
004","24","3.458","29.2","45.8","16.7","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"Spanish Phonetics","Course Total","93","3.457","45.2","29.0","16.1","2.2","4.3","1.1","2.2",".",".",".",".",".",".",".",".","."
"","322
001","19","3.211","42.1","10.5","26.3","10.5","5.3",".","5.3",".",".",".",".",".",".",".",".","."
"","322
002","24","3.522","41.7","33.3","12.5",".","8.3",".",".","4.2",".",".",".",".",".",".",".","."
"","322
003","21","3.025","19.0","9.5","38.1","23.8",".","4.8",".",".",".",".",".",".",".",".","4.8","."
"Survey of Early Hispanic Lit","Course Total","64","3.266","34.4","18.8","25.0","10.9","4.7","1.6","1.6","1.6",".",".",".",".",".",".","1.6","."
"Adv Lang Prac-Expos Writing","323
001","18","3.556","38.9","38.9","16.7","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","324
001","22","3.045","36.4","9.1","31.8",".","9.1","13.6",".",".",".",".",".",".",".",".",".","."
"","324
002","18","3.556","38.9","33.3","27.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Survey of Modern Spanish Lit","Course Total","40","3.275","37.5","20.0","30.0",".","5.0","7.5",".",".",".",".",".",".",".",".",".","."
"","325
001","23","3.674","69.6","21.7","4.3",".",".",".","4.3",".",".",".",".",".",".",".",".","."
"","325
002","23","3.571","30.4","43.5","17.4",".",".",".",".","8.7",".",".",".",".",".",".",".","."
"","325
003","20","3.250","35.0","20.0","35.0",".","5.0",".","5.0",".",".",".",".",".",".",".",".","."
"","325
004","18","3.694","72.2","16.7","5.6",".",".","5.6",".",".",".",".",".",".",".",".",".","."
"","005
325","24","3.717","58.3","29.2","4.2",".","4.2",".",".","4.2",".",".",".",".",".",".",".","."
"Advanced Conversation","Course Total","108","3.586","52.8","26.9","13.0",".","1.9","0.9","1.9","2.8",".",".",".",".",".",".",".","."
"","326
001","13","2.769","23.1","15.4","30.8",".","15.4","7.7","7.7",".",".",".",".",".",".",".",".","."
"","326
002","19","3.184","42.1","5.3","26.3","10.5","10.5","5.3",".",".",".",".",".",".",".",".",".","."
"Survey of Spanish American Lit","Course Total","32","3.016","34.4","9.4","28.1","6.3","12.5","6.3","3.1",".",".",".",".",".",".",".",".","."
"","001
327","24","3.708","66.7","16.7","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","327
002","24","3.438","45.8","16.7","20.8","12.5","4.2",".",".",".",".",".",".",".",".",".",".","."
"","327
003","24","3.375","41.7","16.7","37.5",".",".",".","4.2",".",".",".",".",".",".",".",".","."
"Intro to Spanish Linguistics","Course Total","72","3.507","51.4","16.7","22.2","6.9","1.4",".","1.4",".",".",".",".",".",".",".",".","."
"","361
001","23","3.703","47.8","43.5","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","361
002","23","3.350","21.7","43.5","26.1",".","8.7",".",".",".",".",".",".",".",".",".",".","."
"January 24, 2011","","","","","","","","","","","","","","","","","","Page 310 of 402",""
