"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"LAW","","","","","","","","","","","","","","","","","","","",""
"LAW","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","","",""
"","815
003","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Appellate Advocacy II","Course Total","","39","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Comparative Law","818
001","","65","1.200","18.5",".","15.4",".",".",".","1.5",".",".",".",".",".",".",".",".","."
"Bankruptcy Law","821
001","","9","0.714",".",".","11.1",".","11.1",".",".","22.2",".",".",".",".",".",".",".","."
"Family Law I","822
001","","45","1.174","8.9","2.2","20.0",".","4.4",".",".","4.4",".",".",".",".",".",".",".","."
"Federal Jurisdiction","824
001","","24","0.909","8.3",".","16.7",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"International Law","827
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Land Use Controls","830
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Remedies","839
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Unfair Trade Practices","843
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","850
001","","18","0.889","11.1",".","11.1",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","850
004","","58","1.333","8.6",".","27.6",".","6.9",".","1.7","1.7",".",".",".",".",".",".",".","."
"Professnl Responsibilities","Course Total","","76","1.190","9.2",".","23.7",".","6.6",".","1.3","1.3",".",".",".",".",".",".",".","."
"","852
001","","12","",".",".",".",".",".",".",".","91.7",".",".",".",".",".",".",".","8.3"
"","852
002","","10","",".",".",".",".",".",".",".","60.0",".",".",".",".",".",".",".","40.0"
"","852
003","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
004","","30","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"Trial Advocacy","Course Total","","60","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"","854
004","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
005","","8","",".",".",".",".",".",".",".","87.5",".",".",".",".",".",".",".","12.5"
"","854
006","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
010","","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
013","","22","",".",".",".",".",".",".",".","86.4",".",".",".",".",".",".",".","13.6"
"","854
017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
019","","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Clinical Program","Course Total","","73","",".",".",".",".",".",".",".","94.5",".",".",".",".",".",".",".","5.5"
"Advanced Criminal Procedure","860
001","","18","",".",".",".",".",".",".",".","77.8",".",".",".",".",".",".",".","22.2"
"Institutionalized Persons","862
001","","36","",".",".",".",".",".",".",".","66.7",".",".",".",".","8.3",".",".","25.0"
"Client Counselling","880
001","","8","1.250","12.5",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wisconsin Internl Law Journ","895
001","","71","",".",".",".",".",".",".",".","95.8",".",".",".",".","4.2",".",".","."
"Wisconsin Journal of Law","896
001","","26","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","904
001","","19","1.474","21.1",".","15.8",".","5.3","5.3",".",".",".",".",".",".",".",".",".","."
"","904
002","","16","1.438","12.5",".","31.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","904
003","","6","1.667","16.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Constitutional Law Seminar","Course Total","","41","1.488","17.1",".","24.4",".","2.4","2.4",".",".",".",".",".",".",".",".",".","."
"Securities Regulation","914
001","","19","1.158","10.5",".","21.1",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"Problems: Intl Law Seminar","918
001","","21","0.842","19.0",".",".",".",".",".",".","4.8",".",".",".",".",".",".","4.8","."
"Problems: Tort Law Seminar","926
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Problems- Land Law Seminar","928
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
006","","28","1.464","7.1",".","39.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"January 24, 2011","","","","","","","","","","","","","","","","","","","Page 329 of 402",""
