"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"The Teaching of Language Arts","Course Total","","47","3.891","78.7","17.0","2.1",".",".",".",".",".",".",".",".",".","2.1",".",".","."
"","370
001","","25","3.840","76.0","16.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
002","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
003","","8","3.929","75.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","12.5","."
"Teaching Mathematics","Course Total","","56","3.918","85.7","8.9","3.6",".",".",".",".",".",".",".",".",".",".",".","1.8","."
"","371
001","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","371
002","","25","3.896","84.0","8.0",".","4.0",".",".",".",".",".",".",".",".","4.0",".",".","."
"Teaching Social Studies","Course Total","","48","3.947","91.7","4.2",".","2.1",".",".",".",".",".",".",".",".","2.1",".",".","."
"","372
001","","23","3.870","82.6","8.7","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","372
002","","25","3.833","76.0","8.0","12.0",".",".",".",".",".",".",".",".",".","4.0",".",".","."
"Teaching Science","Course Total","","48","3.851","79.2","8.3","10.4",".",".",".",".",".",".",".",".",".","2.1",".",".","."
"","373
001","","44","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","373
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem Teaching Practicum III","Course Total","","48","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Gen Ed Pract-Diverse Learners","374
001","","7","3.909","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","375
001","","19","3.778","68.4","15.8","5.3","5.3",".",".",".","5.3",".",".",".",".",".",".",".","."
"","375
001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Section Total","","39","3.929","84.6","7.7","2.6","2.6",".",".",".","2.6",".",".",".",".",".",".",".","."
"","375
002","","16","3.750","56.3","37.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","375
004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","375
005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Proseminar","Course Total","","62","3.871","79.0","14.5","3.2","1.6",".",".",".","1.6",".",".",".",".",".",".",".","."
"Teaching of Physical Educ","378
001","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teach Secondry Schl Math II","394
001","","16","3.967","87.5","6.3",".",".",".",".",".",".",".",".",".",".","6.3",".",".","."
"Technol-Secondary Schl Math","395
001","","15","3.867","80.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
095","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
195","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","7","4.000","71.4",".",".",".",".",".",".","28.6",".",".",".",".",".",".",".","."
"","422
001","","22","3.977","95.5","4.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
422","","24","3.938","91.7","4.2","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Teaching of Children's Lit","Course Total","","46","3.957","93.5","4.3","2.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Concrn&Constrnt-Tch Yng Chl","425
001","","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stdt Teach-Fam & Consumer Educ","430
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","440
001","","39","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","440
002","","9","",".",".",".",".",".",".",".",".",".","88.9",".",".",".",".",".","."
"Elem Teaching Practicum IV","Course Total","","48","",".",".",".",".",".",".",".",".",".","97.9",".",".",".",".",".","."
"Stdt Teaching World Lang(6-12)","443
001","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tchg-Health Education","457
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Tch-His&Soc St Mid Sch","458
001","","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tchg Hist&Soc St in HS","459
001","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Seminar:K-Mid Schl Teaching","463
001","","44","3.920","84.1","15.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stdt Tchg in Elem School","464
001","","29","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"January 24, 2011","","","","","","","","","","","","","","","","","","","","Page 81 of 402"
