"","990
039","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
061","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
068","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","26","",".",".",".",".",".",".",".","57.7","",".",".",".","42.3",".",".",".","."
"AN SCI
604","Dept. Total","491","3.216","40.5","15.1","18.9","6.1","7.7","2.9","1.6","3.5","",".",".",".","2.2","0.8","0.2",".","0.4"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","61","3.075","24.6","16.4","36.1","6.6","8.2","3.3","3.3",".","",".",".",".",".","1.6",".",".","."
"Sophomore","","99","2.962","31.3","10.1","22.2","8.1","20.2","5.1","2.0",".","",".",".",".",".",".",".",".","1.0"
"Junior","","90","2.935","25.6","13.3","30.0","11.1","8.9","5.6","3.3",".","",".",".",".",".","1.1",".",".","1.1"
"Senior","","167","3.530","55.7","22.8","10.2","4.8","3.0","1.2","0.6",".","",".",".",".",".","1.2","0.6",".","."
"Undergraduates","","417","3.178","38.8","16.8","21.1","7.2","9.1","3.4","1.9",".","",".",".",".",".","1.0","0.2",".","0.5"
"Special","","6","3.700","50.0",".","16.7",".",".",".",".","33.3","",".",".",".",".",".",".",".","."
"Graduate","","70","3.806","51.4","5.7","5.7",".",".",".",".","21.4","",".",".",".","15.7",".",".",".","."
"","Dept. Total","493","3.216","40.8","15.0","18.9","6.1","7.7","2.8","1.6","3.4","",".",".",".","2.2","0.8","0.2",".","0.4"
