"","990
005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
007","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research","Course Total","20","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"ITALIAN
508","Dept. Total","586","3.589","51.7","24.7","10.2","4.3","2.0","0.5","0.9","4.4",".",".",".",".","1.0",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","",""
"Freshmen","","146","3.603","52.7","27.4","11.6","4.8","2.1",".","0.7",".",".",".",".",".","0.7",".",".","."
"Sophomore","","146","3.643","58.9","25.3","8.9","3.4","2.1","0.7","0.7",".",".",".",".",".",".",".",".","."
"Junior","","126","3.479","45.2","27.8","14.3","7.1","1.6","0.8","1.6","0.8",".",".",".",".",".",".","0.8","."
"Senior","","107","3.536","50.5","26.2","10.3","3.7","3.7","0.9","0.9","1.9",".",".",".",".","1.9",".",".","."
"Undergraduates","","525","3.572","52.2","26.7","11.2","4.8","2.3","0.6","1.0","0.6",".",".",".",".","0.6",".","0.2","."
"Special","","3","3.636","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","58","3.921","48.3","5.2","1.7",".",".",".",".","39.7",".",".",".",".","5.2",".",".","."
"","Dept. Total","586","3.589","51.7","24.7","10.2","4.3","2.0","0.5","0.9","4.4",".",".",".",".","1.0",".","0.2","."
