"COUNSELING PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","",""
"","125
028","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
029","16","3.656","68.8","6.3","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","125
030","13","3.615","38.5","46.2","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
031","13","3.846","76.9","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"A Wisconsin Experience Seminar","Course Total","172","3.816","77.3","12.8","6.4","1.7","0.6","0.6",".","0.6",".",".",".",".",".",".",".","."
"","620
001","33","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","620
002","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","620
004","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","620
005","25","3.862","80.0","12.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","620
006","19","3.731","78.9","5.3",".","5.3",".",".","5.3",".",".",".",".",".","5.3",".",".","."
"Spec Topics-Cnslg & Guidnce","Course Total","94","3.907","89.4","5.3","2.1","1.1",".",".","1.1",".",".",".",".",".","1.1",".",".","."
"Theory & Prac-Interviewing","650
001","132","3.718","70.5","15.9","6.1","3.8","1.5","0.8","0.8","0.8",".",".",".",".",".",".",".","."
"Career Dev Through Life Spn","665
001","16","3.781","68.8","25.0",".","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","699
028","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
029","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Theories of Counseling","800
001","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Assess Tech for Counselors","801
001","15","3.929","86.7",".","6.7",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"Tech&Microskills-Counselors","805
001","17","3.618","52.9","17.6","29.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","807
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","807
002","10","3.896","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Suprvsd Pract-Counseling II","Course Total","15","3.932","93.3",".","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Master Intrshp-Cnslg & Guid","810
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Csnlg Psych Tech-Families","825
001","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Multicultural Counseling","860
001","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cnsl Psy Practicum-Foundation","900
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum: Supervision","902
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Cnsl Psy Practicum-Advanced","903
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Counseling Psych Externship","904
001","14","",".",".",".",".",".",".",".",".",".","50.0",".",".",".",".",".","."
"Rsch Pract in Counseling Psych","905
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr-Counseling Psychology","925
001","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"Rsch Methods in Cnsl Psych","950
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Rsch Methods in Cnsl Psych II","960
001","12","3.708","50.0","41.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990
005","6","",".",".",".",".",".",".",".","83.3",".",".",".","16.7",".",".",".","."
"","990
010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
025","6","",".",".",".",".",".",".",".","16.7",".",".",".","83.3",".",".",".","."
"","990
028","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
029","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
030","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research or Thesis","Course Total","28","",".",".",".",".",".",".",".","60.7",".",".",".","39.3",".",".",".","."
"","999
028","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
029","2","***","","","","","","","","","",".",".",".",".",".",".","."
"January 24, 2011","","","","","","","","","","","","","","","","","","","Page 78 of 402"
