"","990
057","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
059","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
070","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Dissertator Research&Thesis","Course Total","26","",".",".",".",".",".",".",".","61.5",".",".",".","38.5",".",".",".","."
"M E
612","Dept. Total","2640","3.208","30.5","20.2","20.2","11.1","6.9","1.9","0.8","4.1","0.0","0.1",".","3.3","0.6","0.1","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Freshmen","","27","3.532","55.6","14.8","14.8","11.1","3.7",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","203","3.084","31.5","18.2","16.3","21.2","8.4","2.0","2.5",".",".",".",".",".",".",".",".","."
"Junior","","489","3.074","26.0","20.4","23.5","17.0","9.4","2.7","0.8",".",".",".",".",".",".","0.2",".","."
"Senior","","1215","3.110","24.8","23.0","27.1","12.6","8.8","2.3","1.1",".",".",".",".",".","0.3","0.1",".","."
"Undergraduates","","1934","3.104","26.2","21.7","24.9","14.6","8.8","2.3","1.1",".",".",".",".",".","0.2","0.1",".","."
"Special","","32","2.887","28.1","12.5","3.1","9.4","15.6","9.4",".","3.1",".",".",".",".","12.5",".","6.3","."
"Graduate","","673","3.678","42.9","16.2","7.7","1.3","1.0","0.1",".","15.9","0.1","0.3",".","12.8","1.2",".","0.3","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","2640","3.208","30.5","20.2","20.2","11.1","6.9","1.9","0.8","4.1","0.0","0.1",".","3.3","0.6","0.1","0.2","."
