"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Intro to American Law","601
001","32","1.250","12.5",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","602
001","14","1.500","21.4",".","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","602
002","12","1.417","16.7",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Sources","Course Total","26","1.462","19.2",".","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","711
003","8","2.250","12.5",".","50.0",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","711
005","18","1.611","11.1",".","38.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","711
006","20","1.368","10.0",".","30.0",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"Contracts I","Course Total","46","1.622","10.9",".","37.0",".","2.2",".",".",".",".",".",".",".","2.2",".",".","."
"Legal Process","713
001","16","1.133","18.8",".","6.3",".","6.3",".",".","6.3",".",".",".",".",".",".",".","."
"","714
001","44","1.068","9.1",".","20.5",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","714
002","44","1.500","13.6",".","27.3",".","6.8",".",".",".",".",".",".",".",".",".",".","."
"","714
005","40","1.450","10.0",".","30.0",".","7.5",".",".",".",".",".",".",".",".",".",".","."
"Civil Procedure I","Course Total","128","1.336","10.9",".","25.8",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","715
001","85","1.271","12.9",".","21.2",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","715
002","89","1.281","11.2",".","24.7",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","715
004","22","0.955","9.1",".","13.6",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","715
005","21","1.048","4.8",".","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","715
006","19","1.737","15.8",".","26.3",".","15.8",".",".",".",".",".",".",".",".",".",".","."
"Torts I","Course Total","236","1.263","11.4",".","22.9",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","726
001","86","1.128","4.7",".","29.1",".","3.5",".",".",".",".",".",".",".",".",".",".","."
"","726
002","82","1.293","9.8",".","26.8",".","4.9",".",".",".",".",".",".",".",".",".",".","."
"","726
003","21","1.286",".",".","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","726
005","21","0.952","9.5",".","19.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Substan Criminal Law","Course Total","210","1.190","6.7",".","28.6",".","3.3",".",".",".",".",".",".",".",".",".",".","."
"Real Estate Transactions I","732
001","70","1.484","18.6",".","15.7",".","4.3","5.7","1.4","8.6",".",".",".",".",".",".",".","."
"Secured Transactions","736
001","23","1.905","30.4",".","17.4",".",".",".",".","8.7",".",".",".",".",".",".",".","."
"","740
002","58","1.446","6.9",".","36.2",".","1.7",".",".","3.4",".",".",".",".",".",".",".","."
"","740
003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Constitutional Law II","Course Total","63","1.443","7.9",".","34.9",".","1.6",".",".","3.2",".",".",".",".",".",".",".","."
"Taxation I","742
001","73","1.507","19.2","2.7","16.4",".","4.1","2.7",".",".",".",".",".",".","2.7",".",".","."
"","743
001","14","1.214","14.3",".","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
743","16","1.188","25.0",".","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Negotiations","Course Total","30","1.203","20.0",".","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Copyright Law","752
001","19","1.263","21.1",".","10.5",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"Intro-Intellectual Proprty Law","753
001","49","1.582","10.2","2.0","36.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Role of Police in Free Soc","760
001","13","1.231","7.7",".","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Select Topics-Estate Planning","771
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","801
001","24","1.045","8.3",".","12.5",".","12.5",".",".","8.3",".",".",".",".",".",".",".","."
"","801
002","92","1.429","12.0",".","25.0",".","3.3","1.1",".","7.6",".",".",".",".",".",".","1.1","."
"Evidence","Course Total","116","1.349","11.2",".","22.4",".","5.2","0.9",".","7.8",".",".",".",".",".",".","0.9","."
"Appellate Advocacy I","814
001","10","0.800","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","815
001","18","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","815
002","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
