"JOURN AND MASS COMMUNICA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","","",""
"Course Total
Independent Research Prob","2","***","","","","","","","","","","","","","","","","","",""
"JOURN
Dept. Total
512","1450","3.496","40.7","26.6","20.9","2.8","1.8","0.6","0.2","1.8","",".","2.0","",".","1.8","0.6",".","0.1","0.1"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","49","3.234","16.3","36.7","36.7",".",".","6.1",".",".","",".",".","",".",".","4.1",".",".","."
"Sophomore","211","3.442","26.1","39.3","31.8","1.4","0.9",".",".",".","",".",".","",".",".","0.5",".",".","."
"Junior","336","3.329","29.8","31.5","28.9","4.2","2.7","1.5","0.9",".","",".",".","",".",".","0.3",".",".","0.3"
"Senior","684","3.570","48.5","24.3","17.1","3.5","2.0","0.1",".","0.3","",".","1.5","",".","2.0","0.4",".","0.1","."
"Undergraduates","1280","3.466","38.7","29.1","23.4","3.2","2.0","0.7","0.2","0.2","",".","0.8","",".","1.1","0.5",".","0.1","0.1"
"Special","6","3.184","16.7","33.3","16.7",".","16.7",".",".","16.7","",".",".","",".",".",".",".",".","."
"Graduate","163","3.924","57.1","6.7","1.8",".",".",".",".","14.1","",".","11.7","",".","7.4","1.2",".",".","."
"Prof Yr 2","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Dept. Total","1450","3.496","40.7","26.6","20.9","2.8","1.8","0.6","0.2","1.8","",".","2.0","",".","1.8","0.6",".","0.1","0.1"
