"The Vikings","430
001","","34","3.313","29.4","32.4","20.6","2.9","5.9",".","","2.9","2.9",".","",".",".","",".","","2.9",".",".","."
"Kalevala&Finnish Folk-Lore","444
001","","6","3.875","50.0","16.7",".",".",".",".","",".","33.3",".","",".",".","",".","",".",".",".","."
"Adv Intdis Stdy-Medvl Civ","550
001","","2","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Intro a L Ancien Francais","701
001","","2","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"MEDIEVAL
633","Dept. Total","","54","3.385","35.2","27.8","14.8","5.6","5.6","",".","1.9","7.4","",".",".","",".","",".","1.9",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","3.500",".","100.0",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","","9","3.417","33.3","11.1","33.3","11.1",".","",".",".",".","",".",".","",".","",".","11.1",".",".","."
"Senior","","","38","3.302","28.9","34.2","13.2","5.3","7.9","",".","2.6","7.9","",".",".","",".","",".",".",".",".","."
"Undergraduates","","","48","3.326","29.2","31.3","16.7","6.3","6.3","",".","2.1","6.3","",".",".","",".","",".","2.1",".",".","."
"Special","","","1","",".",".",".",".",".","",".",".","100.0","",".",".","",".","",".",".",".",".","."
"Graduate","","","5","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","","54","3.385","35.2","27.8","14.8","5.6","5.6","",".","1.9","7.4","",".",".","",".","",".","1.9",".",".","."
