"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","10703","3.285","32.5","24.2","25.7","7.1","7.0","1.3","0.7","0.6","0.0","0.2",".","0.1","0.6","0.1","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","57","3.545","36.8","42.1","12.3",".","5.3",".",".",".",".",".",".",".","3.5",".",".","."
"Sophomore","","849","3.065","32.0","16.6","23.9","8.4","14.0","2.5","2.2",".",".","0.4",".",".",".",".",".","."
"Junior","","2947","3.144","28.1","19.6","29.9","9.0","10.0","2.2","0.8",".",".","0.0",".",".","0.3","0.0",".","0.0"
"Senior","","4247","3.252","29.7","22.8","28.9","8.5","7.0","1.3","0.6","0.4","0.0","0.4",".",".","0.4","0.1","0.0","."
"Undergraduates","","8100","3.196","29.4","21.1","28.6","8.6","8.8","1.7","0.8","0.2","0.0","0.2",".",".","0.3","0.0","0.0","0.0"
"Special","","194","3.402","41.2","18.0","20.1","4.6","6.7","1.0","1.0","3.6",".",".",".",".","3.1","0.5",".","."
"Graduate","","2375","3.588","41.9","34.9","16.5","2.2","1.0","0.1",".","1.5",".","0.0",".","0.4","1.2","0.0","0.3","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","23","3.754","56.5","39.1","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","10","3.710","60.0","30.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","34","3.747","58.8","35.3","2.9","2.9",".",".",".",".",".",".",".",".",".",".",".","."
"","College Total","10703","3.285","32.5","24.2","25.7","7.1","7.0","1.3","0.7","0.6","0.0","0.2",".","0.1","0.6","0.1","0.1","0.0"
