"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES (L & S)","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTER-LS
502","Dept. Total","428","3.836","76.9","13.6","4.4","1.6","",".","",".","",".","0.2","",".",".","",".","",".","0.7",".","2.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","253","3.786","69.6","17.8","6.7","2.4","",".","",".","",".",".","",".",".","",".","",".","0.8",".","2.8","."
"Sophomore","","109","3.916","84.4","9.2","1.8","0.9","",".","",".","",".","0.9","",".",".","",".","",".",".",".","2.8","."
"Junior","","28","3.948","89.3","7.1",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".","3.6","."
"Senior","","24","3.963","95.8","4.2",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","414","3.832","76.3","14.0","4.6","1.7","",".","",".","",".","0.2","",".",".","",".","",".","0.5",".","2.7","."
"Special","","1","",".",".",".",".","",".","",".","",".",".","",".",".","",".","",".","100.0",".",".","."
"Graduate","","12","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","428","3.836","76.9","13.6","4.4","1.6","",".","",".","",".","0.2","",".",".","",".","",".","0.7",".","2.6","."
