"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"990","001","","23","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","029","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","034","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","036","","11","",".",".",".",".",".",".",".","18.2",".",".",".","81.8",".",".",".","."
"990","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","048","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","050","","9","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"990","058","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","060","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","071","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","076","","10","",".",".",".",".",".",".",".","10.0",".",".",".","90.0",".",".",".","."
"990","082","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Organic","Course Total","","108","",".",".",".",".",".",".",".","66.7",".",".",".","33.3",".",".",".","."
"991","001","","12","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"991","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research General","Course Total","","15","",".",".",".",".",".",".",".","20.0",".",".",".","80.0",".",".",".","."
"992","001","","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"992","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"992","007","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"992","008","","9","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"992","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"992","011","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"992","013","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"992","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"992","021","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"992","022","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"992","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"992","025","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"992","031","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"992","033","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"992","039","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"992","041","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"992","046","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"992","056","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"992","059","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"992","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"992","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
