"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","",""
"Research and Thesis","Course Total","14","",".",".",".",".",".",".",".","100.0","",".",".",".","",".",".",".",".","."
"SCAND ST
872","Dept. Total","247","3.652","53.4","27.1","6.1","2.0","1.6","0.4","0.8","7.3","",".",".",".","",".","0.8",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","32","3.627","46.9","43.8","6.3",".",".","3.1",".",".","",".",".",".","",".",".",".",".","."
"Sophomore","","42","3.642","52.4","31.0","14.3","2.4",".",".",".",".","",".",".",".","",".",".",".",".","."
"Junior","","66","3.540","56.1","30.3","1.5","4.5","4.5",".","3.0",".","",".",".",".","",".",".",".",".","."
"Senior","","68","3.703","58.8","26.5","8.8","1.5","1.5",".",".",".","",".",".",".","",".","2.9",".",".","."
"Undergraduates","","208","3.626","54.8","31.3","7.2","2.4","1.9","0.5","1.0",".","",".",".",".","",".","1.0",".",".","."
"Special","","7","3.625","14.3","14.3",".",".",".",".",".","57.1","",".",".",".","",".",".",".","14.3","."
"Graduate","","32","3.975","53.1","3.1",".",".",".",".",".","43.8","",".",".",".","",".",".",".",".","."
"","Dept. Total","247","3.652","53.4","27.1","6.1","2.0","1.6","0.4","0.8","7.3","",".",".",".","",".","0.8",".","0.4","."
