"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","43","3.128","32.6","18.6","20.9","7.0","18.6",".","2.3",".",".",".",".",".",".",".",".","."
"","100
002","39","2.974","25.6","25.6","20.5","5.1","12.8","5.1","5.1",".",".",".",".",".",".",".",".","."
"","003
100","42","2.774","26.2","11.9","19.0","4.8","26.2","9.5","2.4",".",".",".",".",".",".",".",".","."
"","100
004","39","2.769","25.6","5.1","23.1","20.5","15.4","5.1","5.1",".",".",".",".",".",".",".",".","."
"","005
100","44","2.773","22.7","9.1","20.5","13.6","27.3","4.5","2.3",".",".",".",".",".",".",".",".","."
"","100
006","41","2.854","17.1","7.3","39.0","17.1","14.6","2.4","2.4",".",".",".",".",".",".",".",".","."
"","007
100","44","2.409","15.9","2.3","18.2","11.4","40.9","4.5","6.8",".",".",".",".",".",".",".",".","."
"","100
008","41","2.675","19.5","12.2","12.2","22.0","19.5","9.8","2.4",".",".",".",".",".",".",".",".","2.4"
"","100
009","45","2.856","13.3","15.6","31.1","17.8","17.8","4.4",".",".",".",".",".",".",".",".",".","."
"","100
010","43","2.965","27.9","20.9","23.3","4.7","11.6","7.0","4.7",".",".",".",".",".",".",".",".","."
"","100
011","43","2.814","16.3","18.6","27.9","9.3","16.3","11.6",".",".",".",".",".",".",".",".",".","."
"","100
012","41","3.012","29.3","24.4","12.2","2.4","26.8","2.4","2.4",".",".",".",".",".",".",".",".","."
"Intro Financial Accounting","Course Total","505","2.832","22.6","14.3","22.4","11.3","20.8","5.5","3.0",".",".",".",".",".",".",".",".","0.2"
"","211
001","40","3.113","25.0","7.5","50.0","5.0","10.0","2.5",".",".",".",".",".",".",".",".",".","."
"","002
211","38","2.838","21.1","10.5","34.2","5.3","13.2","13.2",".","2.6",".",".",".",".",".",".",".","."
"","211
003","40","2.925","17.5","12.5","40.0","2.5","25.0","2.5",".",".",".",".",".",".",".",".",".","."
"","211
004","39","2.654","17.9","2.6","33.3","10.3","23.1","12.8",".",".",".",".",".",".",".",".",".","."
"","211
005","40","2.988","25.0","2.5","40.0","10.0","22.5",".",".",".",".",".",".",".",".",".",".","."
"","211
006","42","2.583","9.5","9.5","35.7","2.4","31.0","11.9",".",".",".",".",".",".",".",".",".","."
"","007
211","41","2.793","29.3",".","22.0","12.2","29.3","7.3",".",".",".",".",".",".",".",".",".","."
"Intro Managerial Accounting","Course Total","280","2.841","20.7","6.4","36.4","6.8","22.1","7.1",".","0.4",".",".",".",".",".",".",".","."
"","300
001","40","3.338","45.0","20.0","10.0","12.5","10.0","2.5",".",".",".",".",".",".",".",".",".","."
"","300
002","43","2.829","16.3","14.0","34.9","9.3","9.3","9.3","2.3","4.7",".",".",".",".",".",".",".","."
"","300
003","35","3.044","25.7","14.3","25.7","11.4","17.1","2.9",".","2.9",".",".",".",".",".",".",".","."
"","300
004","41","2.902","19.5","24.4","19.5","14.6","14.6","2.4","4.9",".",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","159","3.026","26.4","18.2","22.6","11.9","12.6","4.4","1.9","1.9",".",".",".",".",".",".",".","."
"","301
001","45","3.300","24.4","26.7","37.8","6.7","4.4",".",".",".",".",".",".",".",".",".",".","."
"","301
002","45","3.178","22.2","22.2","37.8","8.9","6.7","2.2",".",".",".",".",".",".",".",".",".","."
"","301
003","50","3.300","32.0","22.0","30.0","6.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","301
004","35","3.271","31.4","34.3","14.3","8.6","5.7","5.7",".",".",".",".",".",".",".",".",".","."
"","301
005","52","3.183","25.0","17.3","42.3","7.7","3.8","3.8",".",".",".",".",".",".",".",".",".","."
"Financial Reporting I","Course Total","227","3.244","26.9","23.8","33.5","7.5","6.2","2.2",".",".",".",".",".",".",".",".",".","."
"Financial Reporting II","302
001","56","3.255","26.8","7.1","55.4","7.1","1.8",".",".",".",".",".",".",".","1.8",".",".","."
"","310
001","40","3.638","52.5","22.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","310
002","44","3.477","50.0","22.7","18.2","4.5",".","2.3","2.3",".",".",".",".",".",".",".",".","."
"Cost Management Systems","Course Total","84","3.554","51.2","22.6","21.4","2.4",".","1.2","1.2",".",".",".",".",".",".",".",".","."
"Engineerng Economc Analysis","313
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","340
001","48","3.333","25.0","33.3","37.5",".","2.1",".","2.1",".",".",".",".",".",".",".",".","."
"","340
002","41","3.463","36.6","24.4","34.1","4.9",".",".",".",".",".",".",".",".",".",".",".","."
"","340
003","48","3.375","10.4","56.3","31.3","2.1",".",".",".",".",".",".",".",".",".",".",".","."
"","340
004","50","3.360","16.0","46.0","34.0","2.0","2.0",".",".",".",".",".",".",".",".",".",".","."
"Accounting Systems","Course Total","187","3.380","21.4","40.6","34.2","2.1","1.1",".","0.5",".",".",".",".",".",".",".",".","."
"","406
001","43","3.333","32.6","30.2","16.3","7.0","11.6",".",".",".",".",".",".",".","2.3",".",".","."
"","406
002","9","3.688","55.6","22.2",".","11.1",".",".",".",".",".",".",".",".","11.1",".",".","."
"Advanced Financial Reporting","Course Total","52","3.390","36.5","28.8","13.5","7.7","9.6",".",".",".",".",".",".",".","3.8",".",".","."
