"ALS","","","","","","","","","","","","","","","","","","","",""
"FOOD SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","",""
"FOOD SCI
390","Dept. Total","450","3.183","26.2","21.6","18.2","7.3","6.4","2.2","0.4","13.3","0.2",".","",".","2.4","0.7",".","0.9","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","17","3.160","17.6","23.5","35.3","23.5",".",".",".",".",".",".","",".",".",".",".",".","."
"Junior","","84","3.053","25.0","22.6","20.2","11.9","11.9","6.0",".",".",".",".","",".",".",".",".","2.4","."
"Senior","","242","3.189","32.2","26.0","22.3","7.9","7.4","2.1","0.8",".",".",".","",".",".","0.8",".","0.4","."
"Undergraduates","","343","3.152","29.7","25.1","22.4","9.6","8.2","2.9","0.6",".",".",".","",".",".","0.6",".","0.9","."
"Special","","8","3.022",".","25.0","50.0",".","12.5",".",".",".",".",".","",".",".","12.5",".",".","."
"Graduate","","99","3.787","16.2","9.1","1.0",".",".",".",".","60.6","1.0",".","",".","11.1",".",".","1.0","."
"","Dept. Total","450","3.183","26.2","21.6","18.2","7.3","6.4","2.2","0.4","13.3","0.2",".","",".","2.4","0.7",".","0.9","."
