"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"702
Grad Cooperative Educ Program","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"708
Advanced Composite Material","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"717
Advanced Polymer Processing","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"718
Modlng&Simlatn-Polymer Proc","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"722
Intro to Polymer Rheology","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"739","001","","11","3.455","27.3","36.4","36.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"739","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Automation & Robotics","Course Total","","14","3.455","21.4","28.6","28.6",".",".",".",".",".",".",".",".",".","21.4",".",".","."
"746","001","","21","3.600","23.8","66.7","4.8",".",".",".",".",".",".",".",".",".","4.8",".",".","."
"746","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"746","003","","10","3.444","10.0","60.0","20.0",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"Dynamics-Controlled Systems","Course Total","","34","3.547","17.6","67.6","8.8",".",".",".",".","2.9",".",".",".",".","2.9",".",".","."
"758
Solid Modeling","001","","9","3.722","55.6","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"764
Heat Transfer I-Conduction","001","","29","3.804","69.0","17.2","10.3",".",".",".",".","3.4",".",".",".",".",".",".",".","."
"775
Turblnt Heat&Momentm Trnsfr","001","","10","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","004","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","007","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","","6","",".",".",".",".",".",".",".","33.3",".",".",".","66.7",".",".",".","."
"790","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","015","","6","",".",".",".",".",".",".",".","83.3",".",".",".","16.7",".",".",".","."
"790","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","019","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","033","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","036","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","039","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","044","","7","",".",".",".",".",".",".",".","42.9",".",".",".","57.1",".",".",".","."
"790","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","046","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","047","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","051","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","052","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","053","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","057","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","059","","5","***","","","","","","","","","",".",".",".",".",".",".","."
