"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MEDIEVAL STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","",""
"Old English","320","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Figures of Medieval Eng Lit","361","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"A Theme-Medieval Eng Lit","362","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Chaucer's Canterbury Tales","367","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"The Vikings","430","001","34","3.313","29.4","32.4","20.6","2.9","5.9",".","2.9","2.9",".",".",".",".","2.9",".",".","."
"Kalevala&Finnish Folk-Lore","444","001","6","3.875","50.0","16.7",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"Adv Intdis Stdy-Medvl Civ","550","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro a L Ancien Francais","701","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"MEDIEVAL
633","","Dept. Total","54","3.385","35.2","27.8","14.8","5.6","5.6",".","1.9","7.4",".",".",".",".","1.9",".",".","."
