"Seminar-Genre and Mode","974
001","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"","990
003","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
012","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","10","",".",".",".",".",".",".",".","80.0",".",".",".","20.0",".",".",".","."
"COMP LIT
260","Dept. Total","352","3.556","39.2","36.6","10.2","6.0","0.9",".","0.6","3.1",".",".",".","0.9","2.3",".",".","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","",""
"Freshmen","","50","3.630","40.0","48.0","10.0","2.0",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","100","3.475","36.0","37.0","15.0","10.0","2.0",".",".",".",".",".",".",".",".",".",".","."
"Junior","","74","3.472","29.7","48.6","6.8","9.5",".",".","1.4","1.4",".",".",".",".","1.4",".",".","1.4"
"Senior","","95","3.564","40.0","33.7","11.6","3.2","1.1",".","1.1","2.1",".",".",".","1.1","6.3",".",".","."
"Undergraduates","","319","3.524","36.4","40.4","11.3","6.6","0.9",".","0.6","0.9",".",".",".","0.3","2.2",".",".","0.3"
"Special","","1","",".",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".","."
"Graduate","","32","4.000","68.8",".",".",".",".",".",".","25.0",".",".",".","6.3",".",".",".","."
"","Dept. Total","352","3.556","39.2","36.6","10.2","6.0","0.9",".","0.6","3.1",".",".",".","0.9","2.3",".",".","0.3"
