"PhD Thesis-Finance","Course Total","4","***","","","","","","","","","","","","","","","","",""
"","999
016","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
042","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Reading & Rsch-Finance PhD","Course Total","4","***","","","","","","","","","","","","","","","","",""
"FINANCE
233","Dept. Total","1408","3.237","26.6","22.6","31.8","8.2","7.0","0.6","0.8","1.3","0.1",".","",".","0.3","0.6","0.1","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","17","3.176","11.8","29.4","41.2","17.6",".",".",".",".",".",".","",".",".",".",".",".","."
"Junior","","309","3.038","16.5","17.2","43.0","9.1","11.0","1.0","1.3",".",".",".","",".",".","0.6","0.3",".","."
"Senior","","627","3.168","23.6","21.1","35.9","8.5","8.3","0.8","1.1","0.3","0.2",".","",".",".","0.3",".",".","."
"Undergraduates","","953","3.126","21.1","19.9","38.3","8.8","9.0","0.8","1.2","0.2","0.1",".","",".",".","0.4","0.1",".","."
"Special","","61","3.608","55.7","11.5","19.7","3.3","3.3",".",".","6.6",".",".","",".",".",".",".",".","."
"Graduate","","386","3.456","34.5","31.1","18.4","7.5","2.6",".",".","3.1",".",".","",".","1.0","1.0",".","0.8","."
"Prof Yr 2","","5","3.885","80.0","20.0",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 3","","3","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","8","3.935","87.5","12.5",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","1408","3.237","26.6","22.6","31.8","8.2","7.0","0.6","0.8","1.3","0.1",".","",".","0.3","0.6","0.1","0.2","."
