"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","","",""
"DANCE PROGRAM","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","",""
"Workshop in Dance Activity","1","001","","37","3.972","94.6",".","2.7",".",".",".",".","2.7",".",".",".",".",".",".",".","."
"Modern Dance I","11","001","","36","3.712","63.9","8.3","13.9","5.6",".",".",".","8.3",".",".",".",".",".",".",".","."
"","111","001","","20","3.625","60.0","20.0","10.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","111","002","","17","3.438","23.5","41.2","23.5","5.9",".",".",".",".",".",".",".",".","5.9",".",".","."
"Modern Dance Technique I","","Course Total","","37","3.542","43.2","29.7","16.2","5.4","2.7",".",".",".",".",".",".",".","2.7",".",".","."
"Modern Dance Technique II","112","001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ballet Technique I","125","001","","23","3.513","34.8","30.4","17.4",".","8.7",".",".","8.7",".",".",".",".",".",".",".","."
"Ballet Technique I-B","126","001","","18","3.588","44.4","33.3","11.1",".","5.6",".",".","5.6",".",".",".",".",".",".",".","."
"Asian American Movement","153","001","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dance Performance Workshop","155","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"World Dance Cultures","165","001","","36","3.829","75.0","11.1","11.1",".",".",".",".","2.8",".",".",".",".",".",".",".","."
"Dance Production Laboratory","171","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Writing Dance Performance","200","001","","10","3.750","70.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ballet I","21","001","","22","3.881","72.7","22.7",".",".",".",".",".","4.5",".",".",".",".",".",".",".","."
"","211","001","","14","3.675","35.7","35.7","7.1",".",".",".",".","14.3",".",".",".",".",".",".",".","7.1"
"","211","002","","17","3.742","52.9","41.2","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Modern Dance Technique III","","Course Total","","31","3.717","45.2","38.7","6.5",".",".",".",".","6.5",".",".",".",".",".",".",".","3.2"
"Modern Dance Technique IV","212","001","","15","3.867","80.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ballet II","22","001","","18","3.875","72.2","11.1","5.6",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"Ballet Technique II","225","001","","17","3.574","35.3","35.3",".","11.8",".",".",".","11.8",".",".",".",".",".",".",".","5.9"
"Intro-Dance/Movemnt Therapy","231","001","","29","4.000","89.7",".",".",".",".",".",".",".",".",".",".",".","10.3",".",".","."
"Music Fundamentals-Dancers","241","001","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Move Comp-Perform/Visul Art","255","001","","13","3.708","46.2","38.5","7.7",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"Dance Hist I: Renaissance-50's","265","001","","13","3.654","76.9",".","7.7","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"African Dance Performance","277","001","","17","3.800","52.9","35.3",".",".",".",".",".",".",".",".",".",".","11.8",".",".","."
"Modern Jazz Dance","31","001","","24","3.326","25.0","29.2","29.2","8.3","4.2",".",".","4.2",".",".",".",".",".",".",".","."
"Modern Dance Technique V","311","001","","14","3.673","42.9","50.0","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Modern Jazz Dance II","32","001","","10","3.611","50.0","10.0","30.0",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"Ballet Technique III","325","001","","11","3.553","54.5","27.3","9.1",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"Dance Composition II","355","001","","9","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Dance for Children","371","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","014","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Project","","Course Total","","10","3.900","70.0","10.0",".",".",".",".",".",".",".",".",".",".","20.0",".",".","."
"","41","001","","39","3.879","56.4","17.9",".",".",".",".",".","25.6",".",".",".",".",".",".",".","."
"","41","002","","35","3.853","74.3","17.1","5.7",".",".",".",".","2.9",".",".",".",".",".",".",".","."
"","41","003","","41","3.879","63.4","14.6","2.4",".",".",".",".","19.5",".",".",".",".",".",".",".","."
"","41","004","","41","3.905","75.6","12.2","2.4",".",".",".",".","7.3",".",".",".",".",".",".",".","2.4"
"","41","005","","36","3.906","77.8","5.6","5.6",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"January 24, 2011","","","","","","","","","","","","","","","","","","","","","Page 97 of 402"
