"TERM : 1112","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Fall 2010-2011","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","",""
"INDUSTRIAL RELATIONS","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"492
IND REL","","","","","","","","","","","","","","","",""
"Research and Thesis","990
067
4","***","","","","","","","","","",".",".",".",".",".   
.   
."
"IND REL
492","4
Dept. Total","",".",".",".",".",".",".",".","25.0",".",".",".","50.0","",".  
.  
25.0
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"492
IND REL","","","","","","","","","","","","","","","",""
"Graduate","4","",".",".",".",".",".",".",".","25.0",".",".",".","50.0","",".  
.  
25.0
."
"","Dept. Total
4","",".",".",".",".",".",".",".","25.0",".",".",".","50.0","",".  
.  
25.0
."
"January 24, 2011","","","","","","","","","","","","","","","","Page 229 of 402"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
