"BIOCHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"Senior Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"699","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","041","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","044","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","046","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","051","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","059","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","061","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","069","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","073","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","074","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","077","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","48","3.950","85.4","2.1","2.1",".",".",".",".",".",".",".",".",".",".",".","10.4","."
"701
Professional Responsibility","001","","38","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"711
Sequence Analysis","001","","11","3.909","90.9",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"729
Advanced Topics","001","","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"799
Practicum-Biochem Teaching","042","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"800
Prac Nuc Mag Resonance Thry","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"840
Regul Mechanisms-Plant Dev","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"872
Topic-Macromoleculr/Biophys","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"875
Special Topics","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"901
Smr-Nutr&Metabolism (Adv)","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"906
Modeling for Biochem Systems","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"909
Smr-Enzymology (Advanced)","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"910
Smr-Molecular Virolgy (Adv)","001","","9","4.000","22.2",".",".",".",".",".",".","77.8",".",".",".",".",".",".",".","."
"912
Smr-Molec Mech of Develpmnt","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"914
Smr-Molecular Biosci (Adv)","001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"915
Computn&Informatcs in Biol&Med","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"916
Cell Mech-Protein Biogen&Traff","001","","14","4.000","92.9",".",".",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"932
Biotechnol Traing Prgm Smr","001","","21","3.905","85.7","9.5","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"945
Seminar-Chemical Biology (Adv)","001","","17","3.618","58.8","5.9","35.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"January 24, 2011","","","","","","","","","","","","","","","","","","","","Page 14 of 402"
