"ALS","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY
132","Dept. Total","206","3.359","34.0","19.9","18.0","6.3","5.3","0.5","0.5","9.2","0.5",".","",".","3.9","1.5",".",".","0.5"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","25","3.000","20.0","24.0","24.0","20.0","8.0",".","4.0",".",".",".","",".",".",".",".",".","."
"Sophomore","","27","3.031","22.2","18.5","33.3","7.4","14.8","3.7",".",".",".",".","",".",".",".",".",".","."
"Junior","","31","3.235","29.0","22.6","22.6","9.7","9.7",".",".",".",".",".","",".",".","6.5",".",".","."
"Senior","","69","3.574","50.7","21.7","17.4","4.3","2.9",".",".",".","1.4",".","",".",".",".",".",".","1.4"
"Undergraduates","","152","3.310","36.2","21.7","22.4","8.6","7.2","0.7","0.7",".","0.7",".","",".",".","1.3",".",".","0.7"
"Special","","1","3.000",".",".","100.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Graduate","","53","3.810","28.3","15.1","3.8",".",".",".",".","35.8",".",".","",".","15.1","1.9",".",".","."
"","Dept. Total","206","3.359","34.0","19.9","18.0","6.3","5.3","0.5","0.5","9.2","0.5",".","",".","3.9","1.5",".",".","0.5"
