"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","12526","3.316","36.1","19.7","18.2","7.8","5.3","1.6","0.7","5.8","0.0","1.0",".","2.7","0.7","0.0","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","843","3.500","48.4","25.9","15.3","4.2","3.2","1.2","1.4","0.4","0.1",".",".",".",".",".",".","."
"Sophomore","","1124","3.205","39.9","19.0","14.9","11.7","6.1","2.0","0.8","5.0",".","0.2",".",".","0.2","0.2",".","."
"Junior","","2099","3.144","32.3","20.9","22.2","11.4","7.9","2.5","0.7","1.4",".","0.4",".",".","0.1","0.0","0.1","."
"Senior","","5129","3.231","34.6","21.2","22.6","9.5","7.1","1.9","0.9","0.2",".","1.2",".",".","0.7","0.0","0.0","."
"Undergraduates","","9195","3.230","36.0","21.3","20.9","9.7","6.8","2.0","0.9","1.1","0.0","0.8",".",".","0.4","0.1","0.0","."
"Special","","229","3.232","36.7","13.1","20.1","9.6","6.6","2.6","0.9","3.1",".","1.7",".",".","3.1",".","1.7","."
"Graduate","","3416","3.655","38.3","14.1","9.2","1.8","0.7","0.1","0.0","18.6","0.1","5.1",".","10.0","1.3","0.0","0.3","0.1"
"Prof Yr 2","","8","3.600","25.0","25.0","12.5",".",".",".",".",".",".","25.0",".","12.5",".",".",".","."
"Prof Yr 3","","3","",".",".",".",".",".",".",".","66.7",".",".",".","33.3",".",".",".","."
"Prof Yr 4","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Professionals","","12","3.600","16.7","16.7","8.3",".",".",".",".","25.0",".","16.7",".","16.7",".",".",".","."
"","College Total","12852","3.316","36.6","19.2","17.8","7.6","5.2","1.5","0.7","5.8","0.0","2.0",".","2.7","0.7","0.0","0.1","0.0"
