"412
GENETICS","","","","","","","","","","","","","","","","","","","",""
"","990
118","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","82","",".",".",".",".",".",".",".","72.0","",".",".",".","28.0",".",".",".","."
"Seminar in Genetics","993
001","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"GENETICS
412","Dept. Total","636","3.096","29.9","14.0","17.8","6.0","10.8","3.1","1.6","10.4","",".",".",".","4.2","1.4","0.2","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","8","2.525","12.5","25.0","12.5",".","25.0",".","12.5",".","",".",".",".",".","12.5",".",".","."
"Sophomore","","51","3.101","37.3","13.7","21.6","7.8","9.8","3.9","2.0",".","",".",".",".",".",".","2.0","2.0","."
"Junior","","143","3.089","42.7","8.4","18.2","9.8","13.3","3.5","2.1",".","",".",".",".",".","2.1",".",".","."
"Senior","","232","3.021","33.2","13.4","22.0","6.5","14.2","4.7","2.2","0.4","",".",".",".","1.7","1.3",".","0.4","."
"Undergraduates","","434","3.045","36.4","12.0","20.5","7.6","13.6","4.1","2.3","0.2","",".",".",".","0.9","1.6","0.2","0.5","."
"Special","","17","2.809","17.6","29.4","5.9","5.9","23.5","11.8",".","5.9","",".",".",".",".",".",".",".","."
"Graduate","","183","3.397","15.8","16.9","12.6","2.2","3.3",".",".","34.4","",".",".",".","12.6","1.1",".","1.1","."
"Prof Yr 4","","2","3.500",".","50.0",".",".",".",".",".","50.0","",".",".",".",".",".",".",".","."
"Professionals","","2","3.500",".","50.0",".",".",".",".",".","50.0","",".",".",".",".",".",".",".","."
"","Dept. Total","636","3.096","29.9","14.0","17.8","6.0","10.8","3.1","1.6","10.4","",".",".",".","4.2","1.4","0.2","0.6","."
