"PSYCHOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","",""
"Senior Honors Thesis","Course Total","","20","",".",".",".",".",".",".",".",".",".",".",".","95.0",".",".","5.0","."
"682","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"686
Honors Seminar in Psych","001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"691","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduate Thesis","Course Total","","7","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"693","053","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"693","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Animal Behavior Problems","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","011","","13","3.963","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","014","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","016","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","039","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","055","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","065","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Probs-Developmental Psych","Course Total","","65","3.992","98.5","1.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","002","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","003","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","006","","10","3.906","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","019","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","040","","11","3.762","72.7","9.1","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","049","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"695","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"695","069","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Probs-Clinical Psychology","Course Total","","65","3.951","92.3","4.6","3.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","012","","7","3.889","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","014","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"697","017","","41","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","020","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"697","022","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","023","","31","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"697","032","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"697","038","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","044","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"697","058","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Problems in Human Behavior","Course Total","","117","3.985","97.4","2.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"January 24, 2011","","","","","","","","","","","","","","","","","","","Page 287 of 402",""
