"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"699","048","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","058","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","060","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","076","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","081","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","56","3.978","98.2",".","1.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"713
Inorg&Organometal Chemistry","001","","17","2.969","11.8","29.4","35.3","11.8","5.9",".","5.9",".",".",".",".",".",".",".",".","."
"714
Organometal-Transitn Elemts","001","","29","3.524","37.9","31.0","27.6","3.4",".",".",".",".",".",".",".",".",".",".",".","."
"763
Intro-Molecular Spectroscopy","001","","15","3.355","33.3","20.0","33.3","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"842
Advanced Organic Chemistry","001","","14","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"843
Advanced Organic Chemistry","001","","30","3.214","16.7","20.0","46.7","6.7","3.3",".",".","6.7",".",".",".",".",".",".",".","."
"872
Topic-Macromoleculr/Biophys","001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"901
Smr-Teaching of Chemistry","001","","44","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"915","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"915","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"915","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"915","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"915","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Struct&Bond-Inorg Compounds","Course Total","","6","4.000","83.3",".",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"923","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"923","041","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"923","157","","7","4.000","14.3",".",".",".",".",".",".","85.7",".",".",".",".",".",".",".","."
"Spctroscpy&Spectrochem Anal","Course Total","","13","4.000","53.8",".",".",".",".",".",".","46.2",".",".",".",".",".",".",".","."
"943","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"943","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr-Bio-Organic Chemistry","Course Total","","3","***","","","","","","","","","","","","","","","",""
"945
Seminar-Chemical Biology (Adv)","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"964","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"964","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","046","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar: Molecular Dynamics","Course Total","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
