"Fifth Semester Urdu","571
001","7","3.500","57.1","14.3","14.3",".","14.3",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Advanced Readings in Hindi Lit","654
001","3","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Advanced Readings in Sanskrit","675
001","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Advanced Readings in Tibetan","677
001","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"LCA LANG
522","Dept. Total","308","3.804","76.9","11.0","7.5","1.3","1.6","0.3","",".","1.0","",".",".","",".","",".","",".",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"522
LCA LANG","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","55","3.826","80.0","12.7","1.8",".","1.8","1.8","",".",".","",".",".","",".","",".","",".",".","1.8","."
"Sophomore","","73","3.758","75.3","9.6","9.6","2.7","2.7",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","56","3.846","76.8","16.1","7.1",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","61","3.699","68.9","9.8","13.1","3.3","3.3",".","",".","1.6","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","245","3.779","75.1","11.8","8.2","1.6","2.0","0.4","",".","0.4","",".",".","",".","",".","",".",".","0.4","."
"Special","","8","3.724","50.0","25.0","12.5",".",".",".","",".","12.5","",".",".","",".","",".","",".",".",".","."
"Graduate","","54","3.929","88.9","5.6","3.7",".",".",".","",".","1.9","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","308","3.804","76.9","11.0","7.5","1.3","1.6","0.3","",".","1.0","",".",".","",".","",".","",".",".","0.3","."
