"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"","100
001","45","3.833","86.7","6.7",".","4.4",".","2.2",".",".",".",".",".",".",".",".",".","."
"","100
002","48","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Art","Course Total","93","3.919","93.5","3.2",".","2.2",".","1.1",".",".",".",".",".",".",".",".",".","."
"","102
001","14","2.821","14.3","21.4","35.7",".","21.4",".","7.1",".",".",".",".",".",".",".",".","."
"","102
002","16","3.250","18.8","50.0","18.8",".","6.3","6.3",".",".",".",".",".",".",".",".",".","."
"","003
102","16","3.688","56.3","31.3","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","102
004","20","3.325","55.0","20.0",".","15.0",".","5.0","5.0",".",".",".",".",".",".",".",".","."
"","102
005","19","3.658","73.7","5.3","5.3","10.5","5.3",".",".",".",".",".",".",".",".",".",".","."
"","102
006","11","3.727","72.7","9.1","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Two-Dimensional Design","Course Total","96","3.411","49.0","22.9","11.5","7.3","5.2","2.1","2.1",".",".",".",".",".",".",".",".","."
"","104
001","14","3.143","21.4","50.0","7.1","7.1","7.1",".","7.1",".",".",".",".",".",".",".",".","."
"","104
002","12","3.542","25.0","58.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
003","11","3.682","63.6","18.2","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","104
004","12","3.792","58.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
005","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Three-Dimensional Design","Course Total","54","3.444","37.0","40.7","13.0","3.7","1.9","1.9","1.9",".",".",".",".",".",".",".",".","."
"Foundations of Contemp Art","108
001","122","3.030","18.0","24.6","27.0","10.7","11.5","4.1","0.8",".",".",".",".",".","1.6",".","1.6","."
"","112
001","20","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","112
002","17","3.125","17.6","35.3","29.4",".",".","11.8",".",".",".",".",".",".","5.9",".",".","."
"","112
003","15","3.000","13.3","26.7","26.7","13.3","6.7","6.7",".","6.7",".",".",".",".",".",".",".","."
"","112
004","18","3.176","16.7","22.2","33.3","22.2",".",".",".","5.6",".",".",".",".",".",".",".","."
"","112
005","20","3.325","35.0","20.0","25.0","15.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","112
006","16","3.656","50.0","37.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","112
007","18","3.694","55.6","33.3","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","112
008","17","3.500","41.2","41.2","11.8",".",".","5.9",".",".",".",".",".",".",".",".",".","."
"","112
009","20","3.711","50.0","35.0","10.0",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"","112
010","16","3.438","62.5","6.3","18.8","6.3",".",".","6.3",".",".",".",".",".",".",".",".","."
"Drawing I","Course Total","177","3.477","44.1","26.6","16.4","6.8","1.1","2.3","0.6","1.1",".",".",".",".","1.1",".",".","."
"","212
001","15","3.633","40.0","46.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","212
002","13","3.542","38.5","23.1","30.8",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"","212
003","11","3.182","36.4","9.1","36.4","9.1",".","9.1",".",".",".",".",".",".",".",".",".","."
"","212
004","16","3.688","50.0","43.8",".","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"Drawing II","Course Total","55","3.537","41.8","32.7","18.2","3.6",".","1.8",".","1.8",".",".",".",".",".",".",".","."
"Sculpture I","214
002","7","2.944","28.6","14.3",".","28.6","28.6",".",".",".",".",".",".",".",".",".",".","."
"","222
001","14","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","222
002","17","3.609","47.1","35.3","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","222
003","15","3.246","20.0","40.0","13.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Painting","Course Total","46","3.582","47.8","32.6","8.7","8.7","2.2",".",".",".",".",".",".",".",".",".",".","."
"","224
001","9","3.829","77.8","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
002","14","3.733","42.9","50.0",".",".",".",".",".",".",".",".",".",".",".","7.1",".","."
"Ceramics I","Course Total","23","3.775","56.5","34.8","4.3",".",".",".",".",".",".",".",".",".",".","4.3",".","."
"","232
001","11","3.329","36.4","27.3","9.1","18.2","9.1",".",".",".",".",".",".",".",".",".",".","."
"","232
002","14","3.934","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Life Drawing I","Course Total","25","3.670","64.0","20.0","4.0","8.0","4.0",".",".",".",".",".",".",".",".",".",".","."
