"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"POLITICAL SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","",""
"818
Maximum Likelihood Estimation","001","7","3.833","57.1","28.6",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"823
Political Psychology","001","14","3.875","64.3","21.4",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"828
Contemp Presidency:Iss&Appr","001","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"831
Concepts-Political Theory","001","8","4.000","87.5",".",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"836
Formal Models in Political Sci","001","9","3.813","55.6","33.3",".",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"839
Methods of Political Theory","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"853
Comparatv Political Institutns","001","7","4.000","71.4",".",".",".",".",".",".",".",".",".",".",".","28.6",".",".","."
"857
Intl Relations Theories","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"865
Supreme Court&Const-Am Pol","001","6","",".",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".","."
"871
Public Program Evaluation","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"878
Public Management","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"900","001","12","3.864","66.7","25.0",".",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"900","002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Political Science","Course Total","15","3.912","73.3","20.0",".",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"940
Domestic Pol of Intl Relations","001","15","3.846","60.0","26.7",".",".",".",".",".",".",".",".",".",".","13.3",".",".","."
"948","002","12","3.850","58.3","25.0",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"948","003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr:Topics in Comp Politics","Course Total","16","3.786","56.3","25.0","6.3",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"960
Smr-International Relations","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"987
Comparative Politic Colloquium","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"988
International Relations Wkshop","001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"989
American Politics Workshop","001","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","018","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","028","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","031","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","036","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","037","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","039","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","043","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","046","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","052","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","053","2","***","","","","","","","","","",".",".",".",".",".",".","."
