"COLLABORATIVE NURSING PRG Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"691
CNP","","","","","","","","","","","","","","","","","","",""
"Narrative Anal-Nursing Prac","306
001","19","3.895","78.9","21.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Health Assessment","317
003","10","3.700","50.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Theoretical Foundations","341
003","9","3.333","33.3","33.3","11.1","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"Nursing Research","434
003","6","3.500","50.0","16.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Mgmt & Leadershp in Nursing","437
003","8","3.750","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Community Health Nursing","444
003","13","3.615","38.5","46.2","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","490
020","11","3.545","54.5","18.2","9.1","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"","490
022","14","3.357","28.6","42.9","7.1","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"","490
023","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","490
028","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics in Nursing","Course Total","28","3.500","46.4","28.6","7.1","14.3","3.6",".",".",".",".",".",".",".",".",".",".","."
"Capstone Practicum for RN's","519
001","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"CNP
691","Dept. Total","108","3.679","59.3","25.9","7.4","5.6","1.9",".",".",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"691
CNP","","","","","","","","","","","","","","","","","","",""
"Sophomore","","4","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","21","3.555","47.6","33.3","4.8","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","83","3.699","61.4","24.1","8.4","3.6","2.4",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","108","3.679","59.3","25.9","7.4","5.6","1.9",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","108","3.679","59.3","25.9","7.4","5.6","1.9",".",".",".",".",".",".",".",".",".",".","."
