"COMMUNICATION ARTS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","",""
"","100
048","13","3.654","46.2","38.5","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
051","12","2.958","8.3","25.0","25.0","33.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","100
052","9","3.188","11.1","11.1","66.7",".",".",".",".",".",".",".",".",".",".","11.1",".","."
"","100
055","13","3.500","30.8","46.2","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","100
056","9","3.333","11.1","55.6","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","100
057","12","3.292",".","58.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
058","12","3.375","25.0","41.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","100
059","12","3.083","16.7","16.7","41.7","16.7","8.3",".",".",".",".",".",".",".",".",".",".","."
"","100
060","13","3.231","7.7","38.5","46.2","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","100
061","13","3.423","7.7","69.2","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
062","11","3.636","27.3","72.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
063","11","3.045",".","36.4","45.5","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"","100
064","12","3.042","8.3","50.0","25.0","8.3",".",".","8.3",".",".",".",".",".",".",".",".","."
"","100
075","13","3.385","30.8","30.8","23.1","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Speech Composition","Course Total","729","3.334","21.1","42.7","24.6","8.2","2.2","0.5","0.5",".",".",".",".",".",".","0.1",".","."
"","105
001","20","3.000","5.0","40.0","25.0","20.0","5.0","5.0",".",".",".",".",".",".",".",".",".","."
"","105
002","15","2.567",".","26.7","26.7","20.0","6.7","20.0",".",".",".",".",".",".",".",".",".","."
"","105
003","18","2.722","5.6","27.8","38.9","5.6","5.6","11.1","5.6",".",".",".",".",".",".",".",".","."
"","105
004","22","3.318","31.8","40.9","13.6","4.5","4.5",".","4.5",".",".",".",".",".",".",".",".","."
"","105
005","20","3.000","30.0","20.0","15.0","10.0","10.0","5.0","5.0","5.0",".",".",".",".",".",".",".","."
"","105
006","17","3.353","52.9","17.6","5.9","5.9","11.8","5.9",".",".",".",".",".",".",".",".",".","."
"Public Speaking","Course Total","112","3.014","21.4","29.5","20.5","10.7","7.1","7.1","2.7","0.9",".",".",".",".",".",".",".","."
"Elements of Speech-Honors","181
001","12","3.458","25.0","50.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Radio,TV&Film as Mass Media","250
001","228","3.384","23.7","43.0","23.7","7.5","1.8",".","0.4",".",".",".",".",".",".",".",".","."
"Communication & Human Behav","260
001","224","2.852","4.5","22.8","36.6","19.2","13.8","0.9","1.8",".",".",".",".",".","0.4",".",".","."
"Thry&Pract-Argument&Debate","262
001","99","2.960","4.0","27.3","38.4","21.2","7.1","2.0",".",".",".",".",".",".",".",".",".","."
"Thry&Pract-Group Discussion","266
001","101","3.391","30.7","33.7","22.8","10.9","1.0","1.0",".",".",".",".",".",".",".",".",".","."
"Intro-Interpersonal Com","272
001","140","3.154","20.0","23.6","35.0","15.7","3.6","1.4","0.7",".",".",".",".",".",".",".",".","."
"Mass Media & Human Behavior","325
001","90","3.155","20.0","18.9","35.6","17.8","3.3","1.1",".","3.3",".",".",".",".",".",".",".","."
"Critical Internet Studies","346
001","96","3.448","27.1","46.9","16.7","7.3","2.1",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Film","350
001","156","2.974","10.3","25.6","30.8","21.8","9.0","1.9","0.6",".",".",".",".",".",".",".",".","."
"Introduction to Television","351
001","175","3.414","25.7","44.0","20.0","8.6","0.6",".","0.6",".",".",".",".",".","0.6",".",".","."
"History of World Cinema","352
001","85","3.238","20.0","29.4","31.8","12.9","4.7",".",".",".",".",".",".",".",".",".",".","1.2"
"Intro to Media Production","355
001","131","3.281","15.3","38.9","35.9","6.1","2.3","0.8",".",".",".",".",".",".",".",".",".","0.8"
"History of Documentary Film","358
001","15","3.367","33.3","26.7","26.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"Quantitatve Rsch-Communictn","361
001","85","3.321","35.3","23.5","20.0","16.5","1.2","1.2","1.2",".",".",".",".",".","1.2",".",".","."
"Thry&Practice of Persuasion","368
001","122","3.135","20.5","25.4","27.9","14.8","10.7","0.8",".",".",".",".",".",".",".",".",".","."
"Great Speakers and Speeches","370
001","188","3.226","21.3","33.0","25.5","12.8","4.3","1.6","0.5","1.1",".",".",".",".",".",".",".","."
"Latino/as and Media","419
001","32","3.565","40.6","34.4","15.6","6.3",".",".",".",".",".",".",".",".","3.1",".",".","."
"History of Broadcasting","450
002","52","3.588","34.6","48.1","13.5","1.9",".",".",".","1.9",".",".",".",".",".",".",".","."
"Television Criticism","451
001","58","3.448","13.8","63.8","20.7","1.7",".",".",".",".",".",".",".",".",".",".",".","."
"French Film","455
002","25","3.522","52.0","4.0","28.0","4.0","4.0",".",".","4.0",".",".",".",".",".","4.0",".","."
"Global Media Cultures","458
001","45","3.420","40.0","22.2","28.9","2.2","2.2",".","2.2",".",".",".",".",".","2.2",".",".","."
"January 24, 2011","","","","","","","","","","","","","","","","","","Page 182 of 402",""
