"424
GERMAN","","","","","","","","","","","","","","","","","","","",""
"","991
009","5","***","","","","","","","","","","",".",".",".",".",".",".","."
"","991
010","5","***","","","","","","","","","","",".",".",".",".",".",".","."
"Linguistc&Germanic Philolgy","Course Total","14","",".",".",".",".",".",".",".","64.3","",".",".",".",".",".",".","35.7","."
"GERMAN
424","Dept. Total","920","3.626","60.1","17.2","12.3","2.7","2.8","0.4","0.8","2.0","",".",".",".","1.1","0.1",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","202","3.663","65.3","17.3","10.4","3.5","2.0","0.5","1.0",".","",".",".",".",".",".",".",".","."
"Sophomore","","202","3.605","61.9","15.3","14.9","3.0","3.0","0.5","1.0","0.5","",".",".",".",".",".",".",".","."
"Junior","","183","3.535","52.5","19.7","18.0","3.8","6.0",".",".",".","",".",".",".",".",".",".",".","."
"Senior","","186","3.520","51.1","24.2","14.0","2.7","2.7","1.1","1.6","2.2","",".",".",".",".","0.5",".",".","."
"Undergraduates","","773","3.586","58.0","19.0","14.2","3.2","3.4","0.5","0.9","0.6","",".",".",".",".","0.1",".",".","."
"Special","","12","3.851","75.0","8.3","8.3",".",".",".",".","8.3","",".",".",".",".",".",".",".","."
"Graduate","","133","3.934","70.7","7.5","1.5",".",".",".",".","9.0","",".",".",".","7.5",".",".","3.8","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","Dept. Total","920","3.626","60.1","17.2","12.3","2.7","2.8","0.4","0.8","2.0","",".",".",".","1.1","0.1",".","0.5","."
