"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","10069","3.228","36.7","14.8","18.0","6.8","9.2","2.1","0.7","6.0","0.1","0.9",".","2.8","1.6","0.1","0.3","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","984","3.078","38.9","14.1","18.7","10.1","14.0","3.0","0.7","0.1",".",".",".",".","0.3",".",".","."
"Sophomore","","1082","3.024","32.2","15.4","19.7","11.6","15.2","3.6","0.6","0.1",".",".",".",".","0.8","0.2","0.4","0.1"
"Junior","","1982","3.135","34.3","16.3","21.8","9.7","12.5","2.7","1.0","0.1","0.1","0.2",".",".","0.9","0.1","0.3","0.1"
"Senior","","3728","3.236","37.4","16.8","20.8","6.7","9.3","2.4","0.9","0.5","0.1","1.6",".","0.7","2.6","0.2","0.2","0.1"
"Undergraduates","","7776","3.160","36.1","16.2","20.6","8.6","11.5","2.7","0.8","0.3","0.0","0.8",".","0.3","1.6","0.1","0.2","0.1"
"Special","","181","3.263","30.9","18.8","22.1","4.4","7.7","1.1","0.6","11.0",".","0.6",".",".","0.6",".","1.7","0.6"
"Graduate","","2124","3.709","40.3","9.3","7.6","0.6","0.7",".","0.0","26.2","0.2","1.1",".","11.8","1.6","0.0","0.4","0.0"
"Prof Yr 2","","7","3.893","71.4","14.3",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"Prof Yr 3","","14","3.625","42.9","14.3","14.3",".",".",".",".","21.4",".",".",".","7.1",".",".",".","."
"Prof Yr 4","","8","3.813","50.0","25.0",".",".",".",".",".","12.5",".",".",".","12.5",".",".",".","."
"Professionals","","29","3.750","51.7","17.2","6.9",".",".",".",".","17.2",".",".",".","6.9",".",".",".","."
"","College Total","10110","3.228","36.9","14.8","17.9","6.8","9.1","2.1","0.7","6.0","0.1","0.9",".","2.8","1.6","0.1","0.3","0.1"
