"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","224
002","21","3.690","52.4","33.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
003","24","3.022","16.7","20.8","29.2","8.3","20.8",".",".",".",".",".",".",".",".",".","4.2","."
"","224
004","12","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
005","20","3.579","40.0","30.0","25.0",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"","224
006","21","3.667","52.4","28.6","19.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
007","17","3.029","17.6","17.6","35.3","11.8","17.6",".",".",".",".",".",".",".",".",".",".","."
"","224
008","17","3.588","52.9","17.6","23.5","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","224
009","24","3.542","54.2","20.8","12.5","4.2","8.3",".",".",".",".",".",".",".",".",".",".","."
"","224
010","24","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
011","22","3.500","36.4","31.8","22.7",".","4.5",".",".",".",".",".",".",".","4.5",".",".","."
"Intro-Hispanic Literatures","Course Total","226","3.541","47.3","23.5","19.5","2.7","4.9",".",".","0.9",".",".",".",".","0.4",".","0.4","0.4"
"","226
001","19","3.421","26.3","31.6","42.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
002","18","3.667","61.1","22.2","11.1",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","226
003","19","3.579","31.6","52.6","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
004","19","3.605","36.8","47.4","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
005","15","3.167","6.7","33.3","46.7","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","226
006","20","3.475","35.0","35.0","25.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","226
007","18","3.250","22.2","22.2","44.4","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","226
008","18","3.235","22.2","16.7","44.4","5.6","5.6",".",".","5.6",".",".",".",".",".",".",".","."
"","226
009","18","3.647","33.3","55.6","5.6",".",".",".",".","5.6",".",".",".",".",".",".",".","."
"","226
010","19","3.441","21.1","36.8","31.6",".",".",".",".","10.5",".",".",".",".",".",".",".","."
"","226
011","20","3.150","5.0","30.0","60.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","226
012","18","3.559","44.4","22.2","22.2","5.6",".",".",".","5.6",".",".",".",".",".",".",".","."
"","226
013","19","3.053","26.3","15.8","36.8","5.3","5.3","10.5",".",".",".",".",".",".",".",".",".","."
"","226
014","19","3.684","47.4","42.1","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
015","16","3.250","12.5","25.0","62.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
016","17","3.206","23.5","11.8","52.9","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","226
017","20","3.100","10.0","30.0","45.0",".","15.0",".",".",".",".",".",".",".",".",".",".","."
"","226
018","20","3.250","15.0","30.0","50.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","226
019","15","2.800",".","26.7","33.3","13.3","26.7",".",".",".",".",".",".",".",".",".",".","."
"","226
020","17","3.147","11.8","41.2","23.5","11.8","11.8",".",".",".",".",".",".",".",".",".",".","."
"","226
021","19","3.053","15.8","21.1","31.6","21.1","10.5",".",".",".",".",".",".",".",".",".",".","."
"","226
022","18","2.861","5.6","22.2","38.9","5.6","27.8",".",".",".",".",".",".",".",".",".",".","."
"","226
023","19","3.289","21.1","31.6","31.6","15.8",".",".",".",".",".",".",".",".",".",".",".","."
"","226
024","18","3.250","5.6","50.0","38.9",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","226
025","19","3.079","5.3","26.3","52.6","10.5","5.3",".",".",".",".",".",".",".",".",".",".","."
"","226
026","19","3.237","21.1","31.6","31.6","5.3","10.5",".",".",".",".",".",".",".",".",".",".","."
"","226
027","19","2.974",".","21.1","63.2","5.3","10.5",".",".",".",".",".",".",".",".",".",".","."
"","226
028","17","3.559","35.3","41.2","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
029","19","3.237","5.3","52.6","31.6","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","226
030","18","3.278","16.7","27.8","50.0","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Interm Lang Prac-","Course Total","549","3.285","20.9","31.9","35.7","4.6","5.6","0.4",".","0.9",".",".",".",".",".",".",".","."
"","311
001","16","3.375","25.0","37.5","31.3",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","311
002","12","3.792","58.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
003","16","3.600","43.8","25.0","25.0",".",".",".",".","6.3",".",".",".",".",".",".",".","."
"","004
311","19","3.605","63.2","26.3","5.3",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"January 24, 2011","","","","","","","","","","","","","","","","","","Page 309 of 402",""
