"","991
012","4","***","","","","","","","","","","",".",".",".",".",".",".","."
"","991
013","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","991
019","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Indiv Research-Slavic Lit","Course Total","16","",".",".",".",".",".",".",".","62.5","",".",".",".","37.5",".",".",".","."
"SLAVIC
888","Dept. Total","364","3.571","59.6","17.3","7.1","1.9","3.8","0.5","1.6","4.9","",".",".",".","2.2","0.8",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"888
SLAVIC","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","57","3.359","52.6","24.6","10.5","1.8","5.3","1.8","3.5",".","",".",".",".",".",".",".",".","."
"Sophomore","","56","3.598","71.4","12.5","8.9",".","3.6","1.8","1.8",".","",".",".",".",".",".",".",".","."
"Junior","","66","3.518","59.1","22.7","10.6","1.5","3.0",".","3.0",".","",".",".",".",".",".",".",".","."
"Senior","","86","3.534","57.0","20.9","5.8","4.7","7.0",".","1.2","1.2","",".",".",".","2.3",".",".",".","."
"Undergraduates","","265","3.506","59.6","20.4","8.7","2.3","4.9","0.8","2.3","0.4","",".",".",".","0.8",".",".",".","."
"Special","","16","3.660","56.3","18.8","6.3",".","6.3",".",".","12.5","",".",".",".",".",".",".",".","."
"Graduate","","83","3.864","60.2","7.2","2.4","1.2",".",".",".","18.1","",".",".",".","7.2","3.6",".",".","."
"","Dept. Total","364","3.571","59.6","17.3","7.1","1.9","3.8","0.5","1.6","4.9","",".",".",".","2.2","0.8",".",".","."
