"","990
016","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
018","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
022","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","11","",".",".",".",".",".",".",".","45.5","",".",".",".","54.5",".",".",".","."
"N E
684","Dept. Total","307","3.256","20.8","19.2","23.1","10.1","2.9","0.7","0.3","11.1","",".",".",".","10.1","1.0","0.3","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","15","2.893","13.3","13.3","20.0","33.3","13.3",".",".",".","",".",".",".",".",".","6.7",".","."
"Junior","","27","3.135","11.1","29.6","33.3","18.5","3.7",".",".",".","",".",".",".",".",".",".","3.7","."
"Senior","","67","3.082","23.9","14.9","37.3","13.4","4.5","3.0","1.5",".","",".",".",".",".","1.5",".",".","."
"Undergraduates","","109","3.070","19.3","18.3","33.9","17.4","5.5","1.8","0.9",".","",".",".",".",".","0.9","0.9","0.9","."
"Special","","2","3.000",".",".","100.0",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Graduate","","197","3.411","21.8","19.8","16.2","6.1","1.5",".",".","17.8","",".",".",".","15.7","1.0",".",".","."
"","Dept. Total","308","3.256","20.8","19.2","23.1","10.1","2.9","0.6","0.3","11.4","",".",".",".","10.1","1.0","0.3","0.3","."
