"","990
013","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
038","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Thesis","Course Total","4","***","","","","","","","","","","","","","","","","","",""
"Independent Reading","999
013","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"LINGUIS
550","Dept. Total","424","3.424","42.7","23.1","16.0","7.8","3.5","1.9","0.7","1.9","",".",".","",".","0.2","2.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"550
LINGUIS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","70","3.290","30.0","40.0","11.4","5.7","5.7","4.3","1.4",".","",".",".","",".",".","1.4",".",".","."
"Sophomore","","111","3.309","31.5","29.7","19.8","9.9","5.4","2.7",".","0.9","",".",".","",".",".",".",".",".","."
"Junior","","94","3.325","42.6","13.8","22.3","10.6","4.3","2.1","1.1","2.1","",".",".","",".",".","1.1",".",".","."
"Senior","","91","3.564","51.6","16.5","17.6","8.8","1.1",".",".","1.1","",".",".","",".",".","3.3",".",".","."
"Undergraduates","","366","3.371","39.1","24.3","18.3","9.0","4.1","2.2","0.5","1.1","",".",".","",".",".","1.4",".",".","."
"Special","","5","3.875","60.0","20.0",".",".",".",".",".","20.0","",".",".","",".",".",".",".",".","."
"Graduate","","53","3.799","66.0","15.1","1.9",".",".",".","1.9","5.7","",".",".","",".","1.9","7.5",".",".","."
"","Dept. Total","424","3.424","42.7","23.1","16.0","7.8","3.5","1.9","0.7","1.9","",".",".","",".","0.2","2.1",".",".","."
