"","999
031","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
036","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
038","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","5","***","","","","","","","","","","","","","","","","",""
"POLI SCI
778","Dept. Total","3772","3.160","26.0","23.7","23.7","11.4","7.8","2.2","0.8","1.3","0.0","0.2","",".","1.4","1.1","0.2","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","488","2.964","16.6","23.8","27.0","14.5","12.7","4.3","0.4",".",".","0.2","",".",".","0.2","0.2",".","."
"Sophomore","","717","3.017","18.0","26.1","26.2","13.8","10.0","3.8","1.1",".",".","0.1","",".",".","0.7",".","0.1","."
"Junior","","1003","3.218","27.3","25.0","26.5","11.4","6.9","1.4","0.6","0.1",".","0.3","",".",".","0.3","0.2",".","."
"Senior","","1240","3.203","27.5","23.6","24.0","11.2","7.0","1.5","1.2","0.6",".","0.2","",".","1.4","1.1","0.2","0.4","."
"Undergraduates","","3448","3.131","23.9","24.6","25.6","12.3","8.4","2.3","0.9","0.3",".","0.2","",".","0.5","0.7","0.1","0.2","."
"Special","","76","3.453","39.5","17.1","7.9","7.9","2.6","2.6",".","17.1",".",".","",".",".","1.3","2.6","1.3","."
"Graduate","","246","3.832","51.6","13.8","1.6",".","0.8",".",".","11.0","0.4",".","",".","13.8","6.9",".",".","."
"Prof Yr 3","","2","3.500",".","50.0",".",".",".",".",".",".",".",".","",".",".","50.0",".",".","."
"Professionals","","2","3.500",".","50.0",".",".",".",".",".",".",".",".","",".",".","50.0",".",".","."
"","Dept. Total","3772","3.160","26.0","23.7","23.7","11.4","7.8","2.2","0.8","1.3","0.0","0.2","",".","1.4","1.1","0.2","0.2","."
