"","990
047","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
050","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis Research","Course Total","11","",".",".",".",".",".",".",".","36.4",".",".",".","63.6",".",".",".","."
"Independent Research","999
035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"E ASIAN
295","Dept. Total","1046","3.560","47.8","27.1","12.2","5.1","3.1","0.8","0.1","2.0","0.1","0.1",".","0.7","0.6","0.2","0.1","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"295
E ASIAN","","","","","","","","","","","","","","","","","","",""
"Freshmen","","118","3.596","48.3","30.5","12.7","3.4","3.4",".",".",".",".",".",".",".","0.8",".",".","0.8"
"Sophomore","","219","3.555","46.1","28.3","14.6","5.9","3.2",".",".","0.9",".",".",".",".","0.9",".",".","."
"Junior","","276","3.503","48.6","23.9","15.2","5.8","3.6","1.8",".","0.7","0.4",".",".",".",".",".",".","."
"Senior","","312","3.548","44.9","30.8","11.2","5.1","3.2","1.0","0.3","2.9",".","0.3",".",".","0.3",".",".","."
"Undergraduates","","925","3.545","46.7","28.1","13.4","5.3","3.4","0.9","0.1","1.4","0.1","0.1",".",".","0.4",".",".","0.1"
"Special","","23","3.378","26.1","26.1","13.0","8.7","4.3",".",".","13.0",".",".",".",".",".","4.3",".","4.3"
"Graduate","","96","3.823","62.5","17.7","1.0","2.1",".",".",".","5.2",".",".",".","7.3","2.1","1.0","1.0","."
"Prof Yr 2","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","1046","3.560","47.8","27.1","12.2","5.1","3.1","0.8","0.1","2.0","0.1","0.1",".","0.7","0.6","0.2","0.1","0.2"
