"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Pract in World Lang (K-12)","243
001","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practicum-Secondary Sci Ed","290
001","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practm-Secondry Sch English","296
001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","305
001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
002","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
003","","11","3.591","72.7","9.1","9.1",".",".","9.1",".",".",".",".",".",".",".",".",".","."
"","305
004","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Rdg & Other Lang Arts","Course Total","","41","3.890","92.7","2.4","2.4",".",".","2.4",".",".",".",".",".",".",".",".",".","."
"","322
001","","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
002","","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
003","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Art and Design in Teaching","Course Total","","48","3.979","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Choral Music-Sec Schl","332
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Tchg Gen Music-Elem School","333
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Tchg Instrum Music-Elem","335
001","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","337
003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum in Teaching Music","Course Total","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elementary Educ Practicum One","340
001","","51","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Teaching World Languages (K-8)","342
001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","354
001","","23","3.978","95.7","4.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","354
002","","25","3.891","72.0","20.0",".",".",".",".",".",".",".",".",".",".","8.0",".",".","."
"Teaching Music","Course Total","","48","3.935","83.3","12.5",".",".",".",".",".",".",".",".",".",".","4.2",".",".","."
"Pract: Soc Studies-Sec Schl","358
001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practicum in Math-Sec Schl","361
001","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","362
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","362
002","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
003","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
004","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Drama in Education","Course Total","","30","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","364
001","","25","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","364
002","","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Education","Course Total","","51","3.951","90.2","9.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","367
001","","43","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","367
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem Teaching Practicum II","Course Total","","47","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","368
001","","22","3.841","81.8","4.5","13.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","368
002","","25","3.729","64.0","20.0","4.0","8.0",".",".",".",".",".",".",".",".","4.0",".",".","."
"The Teaching of Reading","Course Total","","47","3.783","72.3","12.8","8.5","4.3",".",".",".",".",".",".",".",".","2.1",".",".","."
"","369
001","","22","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","369
002","","25","3.875","76.0","16.0","4.0",".",".",".",".",".",".",".",".",".","4.0",".",".","."
