"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","11142","3.711","59.8","15.4","7.8","2.2","1.5","0.5","0.3","5.3","0.1","4.2","0.0","1.0","1.4","0.1","0.2","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","1221","3.516","59.9","16.8","11.8","5.1","2.8","2.0","0.2","0.9",".",".",".",".","0.7",".",".","."
"Sophomore","","1371","3.572","60.2","18.2","10.9","3.6","3.0","0.7","0.9","1.8","0.1",".",".",".","0.4","0.1",".","0.2"
"Junior","","1842","3.602","55.3","20.3","10.7","2.9","2.5","0.6","0.5","2.6",".","2.9",".",".","1.1","0.2","0.1","0.3"
"Senior","","3645","3.754","61.3","15.5","6.8","1.7","0.8","0.4","0.1","3.4","0.1","8.7",".",".","0.9","0.1","0.1","0.1"
"Undergraduates","","8079","3.660","59.5","17.2","9.1","2.8","1.9","0.7","0.3","2.6","0.1","4.6",".",".","0.8","0.1","0.0","0.1"
"Special","","374","3.803","54.8","9.1","6.4","0.8","1.1","0.3",".","20.6","0.3","2.1",".",".","0.8","0.3","3.5","."
"Graduate","","2680","3.852","60.8","10.6","3.9","0.6","0.3",".","0.1","11.4","0.2","3.7","0.1","4.1","3.3","0.1","0.4","0.0"
"Prof Yr 1","","6","3.875","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","3","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","11","3.942","81.8","9.1",".",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","21","3.938","85.7","4.8","4.8",".",".",".",".","4.8",".",".",".",".",".",".",".","."
"","College Total","11154","3.711","59.7","15.3","7.8","2.2","1.5","0.5","0.3","5.3","0.1","4.3","0.0","1.0","1.4","0.1","0.2","0.1"
