"","990
091","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
094","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
095","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","56","",".",".",".",".",".",".",".","71.4","1.8",".",".","26.8",".",".",".","."
"MICROBIO
192","Dept. Total","1363","3.085","33.4","14.5","21.9","8.3","13.7","2.3","0.7","3.1","0.1",".",".","1.3","0.4",".","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","2.800","50.0",".",".",".","50.0",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","97","2.698","16.5","11.3","20.6","21.6","24.7","4.1","1.0",".",".",".",".",".",".",".",".","."
"Junior","","368","2.970","28.0","15.2","24.7","9.2","20.1","1.9",".",".",".",".",".",".","0.3",".","0.5","."
"Senior","","647","3.067","32.3","16.1","24.6","8.0","13.1","3.2","1.2","0.3",".",".",".","0.5","0.6",".",".","."
"Undergraduates","","1116","2.998","29.6","15.3","24.2","9.6","16.6","2.9","0.8","0.2",".",".",".","0.3","0.4",".","0.2","."
"Special","","38","3.458","44.7","15.8","31.6","5.3",".",".",".",".",".",".",".",".",".",".",".","2.6"
"Graduate","","205","3.693","51.7","10.2","7.8","2.0","1.0",".",".","19.5","0.5",".",".","6.8",".",".","0.5","."
"Prof Yr 2","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"Professionals","","4","3.667","50.0",".","25.0",".",".",".",".",".",".",".",".","25.0",".",".",".","."
"","Dept. Total","1363","3.085","33.4","14.5","21.9","8.3","13.7","2.3","0.7","3.1","0.1",".",".","1.3","0.4",".","0.2","0.1"
