"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"","448
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","448
002","","12","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","448
003","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","448
004","","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","448
005","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","448
006","","7","3.308","28.6","28.6","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","448
007","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","448
008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","448
009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","448
010","","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"","448
011","","16","3.620","56.3","25.0","6.3","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","Course Total","","76","3.776","72.4","14.5","7.9","3.9",".",".",".",".",".",".",".",".","1.3",".",".","."
"Intmed Paint: New Figuration I","452
001","","13","3.654","53.8","23.1","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Visual Comm & Research","458
001","","13","3.333","23.1","15.4","53.8",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"Interdis Studies in the Arts","469
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermediate Photography","476
001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Relief Printmaking","506
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Colloquium in Art","508
001","","113","3.896","85.0","8.0","3.5","1.8",".",".",".",".",".",".",".",".",".",".",".","1.8"
"","512
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","512
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Drawing I","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Sculpture I","514
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Artist's Video","518
001","","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Painting I","522
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Ceramics I","524
002","","6","3.167","50.0",".","33.3",".",".","16.7",".",".",".",".",".",".",".",".",".","."
"Advanced Etching/Intaglio","526
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Computer-Mediated Art","528
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"3D Digital Studio II","529
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Life Drawing I","532
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Wood Working","534
001","","12","3.682","33.3","58.3",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"Advanced Serigraphy","536
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Typography&Graphic Dsgn","546
001","","10","3.400","50.0","20.0","20.0",".",".","10.0",".",".",".",".",".",".",".",".",".","."
"Advanced Glassworking","554
001","","13","3.500","15.4","69.2","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Graphic Design Technlgy","556
001","","11","3.545","54.5","18.2","18.2",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"Advanced Photography","576
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Drawing II","612
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","622
001","","12","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","622
002","","12","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Undergrad Painting Workshp","Course Total","","24","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Ceramics II","624
001","","6","3.500","83.3",".",".",".",".","16.7",".",".",".",".",".",".",".",".",".","."
"Adv Paintng:New Figuration III","652
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
