"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","132
003","19","3.026","31.6","10.5","31.6","5.3","10.5","10.5",".",".",".",".",".",".",".",".",".","."
"","132
004","15","3.000","20.0","26.7","26.7","13.3",".","13.3",".",".",".",".",".",".",".",".",".","."
"Prob Solvng: Alg, Prob & Stats","Course Total","51","3.118","21.6","27.5","31.4","7.8","3.9","7.8",".",".",".",".",".",".",".",".",".","."
"Pre-calc&Calc-Mid Schl Teachrs","136
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","141
001","60","3.216","30.0","10.0","31.7","21.7","3.3",".",".",".",".",".",".",".","1.7",".",".","1.7"
"","141
002","64","3.094","18.8","23.4","32.8","14.1","7.8","3.1",".",".",".",".",".",".",".",".",".","."
"Quant Reasoning&Prob Solvng","Course Total","124","3.152","24.2","16.9","32.3","17.7","5.6","1.6",".",".",".",".",".",".","0.8",".",".","0.8"
"","171
001","197","3.013","22.8","28.4","17.3","11.7","9.6","8.6","1.0",".",".",".",".",".",".",".","0.5","."
"","171
002","178","2.612","16.9","11.8","26.4","7.3","24.7","5.6","7.3",".",".",".",".",".",".",".",".","."
"Calc with Algebra & Trig I","Course Total","375","2.822","20.0","20.5","21.6","9.6","16.8","7.2","4.0",".",".",".",".",".",".",".","0.3","."
"Topics-Finite Mathematics","001
210","85","2.202","18.8","3.5","12.9","12.9","20.0","18.8","11.8",".",".",".",".",".",".",".",".","1.2"
"","211
001","214","3.291","47.2","15.9","15.0","9.3","6.1","2.8","3.3",".",".",".",".",".","0.5",".",".","."
"","211
002","193","2.865","23.3","14.0","24.9","11.9","16.6","6.7","2.6",".",".",".",".",".",".",".",".","."
"Calculus","Course Total","407","3.089","35.9","15.0","19.7","10.6","11.1","4.7","2.9",".",".",".",".",".","0.2",".",".","."
"Calc/Intro-Differntl Equats","213
001","119","2.996","31.1","6.7","29.4","7.6","20.2","4.2","0.8",".",".",".",".",".",".",".",".","."
"","221
001","271","2.835","18.8","12.9","29.5","7.0","23.6","4.4","1.8",".",".",".",".",".","0.4","1.1",".","0.4"
"","221
002","207","2.877","26.6","15.5","22.2","10.1","15.0","5.3","5.3",".",".",".",".",".",".",".",".","."
"","221
003","200","2.573","13.0","17.5","24.5","8.5","19.0","10.0","7.0",".",".",".",".",".","0.5",".",".","."
"","221
004","207","2.776","21.3","13.0","25.1","10.1","18.4","6.8","4.3",".",".",".",".",".",".","1.0",".","."
"","005
221","228","2.450","19.3","6.6","21.5","8.8","20.2","18.0","5.7",".",".",".",".",".",".",".",".","."
"","006
221","203","3.118","35.5","10.3","25.6","10.3","13.3","4.4","0.5",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry","Course Total","1316","2.769","22.2","12.5","24.9","9.0","18.5","8.1","4.0",".",".",".",".",".","0.2","0.4",".","0.1"
"","222
001","127","2.783","20.5","11.0","26.8","15.0","17.3","5.5","3.9",".",".",".",".",".",".",".",".","."
"","222
002","212","2.765","27.4","6.1","24.1","15.1","13.2","8.0","5.7",".",".",".",".",".",".",".","0.5","."
"","222
003","217","2.693","20.7","9.7","25.3","7.8","23.0","8.3","4.1",".",".",".",".",".","0.9",".",".","."
"","004
222","175","2.635","20.0","11.4","23.4","7.4","22.3","8.6","6.3",".",".",".",".",".",".",".",".","0.6"
"Calculus&Analytic Geometry","Course Total","731","2.716","22.4","9.3","24.8","11.1","19.0","7.8","5.1",".",".",".",".",".","0.3",".","0.1","0.1"
"","234
001","57","2.571","17.5","8.8","15.8","22.8","17.5","12.3","3.5",".",".",".",".",".","1.8",".",".","."
"","234
002","250","2.856","20.4","14.8","30.8","9.2","14.4","8.0","2.4",".",".",".",".",".",".",".",".","."
"","234
003","303","2.512","13.5","12.2","20.1","17.5","20.8","8.6","7.3",".",".",".",".",".",".",".",".","."
"","234
004","210","2.749","27.6","8.1","18.1","6.7","29.5","4.8","4.8",".",".",".",".",".","0.5",".",".","."
"Calc--Functns of Variables","Course Total","820","2.682","19.5","11.7","22.6","12.6","20.9","7.7","4.9",".",".",".",".",".","0.2",".",".","."
"Intro to Discrete Mathematics","240
001","38","3.342","34.2","18.4","36.8","2.6","7.9",".",".",".",".",".",".",".",".",".",".","."
"Topics in Calculus I","275
001","34","3.500","38.2","23.5","38.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study in Math","298
015","91","",".",".",".",".",".",".",".",".",".","97.8","2.2",".",".",".",".","."
"Theory-Interst & Life Insur","303
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Math Statistics","309
001","18","2.944","27.8","11.1","27.8",".","27.8","5.6",".",".",".",".",".",".",".",".",".","."
"","319
001","77","2.922","23.4","15.6","26.0","10.4","16.9","6.5","1.3",".",".",".",".",".",".",".",".","."
"","319
002","82","2.750","31.7","9.8","22.0","1.2","19.5","6.1","9.8",".",".",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","Course Total","159","2.833","27.7","12.6","23.9","5.7","18.2","6.3","5.7",".",".",".",".",".",".",".",".","."
"","320
001","77","2.403","11.7","2.6","26.0","15.6","31.2","5.2","7.8",".",".",".",".",".",".",".",".","."
"","002
320","117","2.915","32.5","3.4","32.5","3.4","17.9","7.7","2.6",".",".",".",".",".",".",".",".","."
"","320
003","92","2.929","23.9","8.7","39.1","7.6","12.0","6.5","2.2",".",".",".",".",".",".",".",".","."
