"292
DY SCI","","","","","","","","","","","","","","","","","","","","",""
"","990
032","3","***","","","","","","","","","","","",".",".",".",".",".",".","."
"","990
038","2","***","","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","30","",".",".",".",".",".",".","",".","73.3","",".",".",".","23.3","3.3",".",".","."
"DY SCI
292","Dept. Total","232","3.395","49.1","8.2","13.4","8.2","6.5","0.9","",".","9.5","",".",".",".","3.0","0.9",".",".","0.4"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"292
DY SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","3.458","41.7","16.7","33.3","8.3",".",".","",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","28","3.448","71.4","7.1","10.7",".","7.1",".","",".",".","",".",".",".",".","3.6",".",".","."
"Junior","","54","3.308","57.4","5.6","7.4","14.8","14.8",".","",".",".","",".",".",".",".",".",".",".","."
"Senior","","82","3.354","50.0","11.0","18.3","12.2","6.1","2.4","",".",".","",".",".",".",".",".",".",".","."
"Undergraduates","","176","3.366","55.1","9.1","14.8","10.8","8.5","1.1","",".",".","",".",".",".",".","0.6",".",".","."
"Special","","5","3.318",".","60.0","40.0",".",".",".","",".",".","",".",".",".",".",".",".",".","."
"Graduate","","52","3.821","34.6",".","5.8",".",".",".","",".","42.3","",".",".",".","13.5","1.9",".",".","1.9"
"","Dept. Total","233","3.395","49.4","8.2","13.3","8.2","6.4","0.9","",".","9.4","",".",".",".","3.0","0.9",".",".","0.4"
