"EGR","","","","","","","","","","","","","","","","","","","","","",""
"INDUSTRIAL & SYSTEMS ENGR","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","","","","",""
"I SY E
490","Dept. Total","992","3.509","45.1","18.5","17.1","5.3","3.5","1.1","",".","5.6","",".","0.7","",".","0.6","1.9","0.1",".","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","13","3.308","46.2","15.4","7.7","15.4","15.4",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","119","3.293","38.7","24.4","14.3","10.9","8.4","3.4","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","434","3.419","44.5","17.3","24.0","6.5","5.1","1.6","",".","0.2","",".",".","",".",".","0.9",".",".","."
"Undergraduates","","566","3.389","43.3","18.7","21.6","7.6","6.0","1.9","",".","0.2","",".",".","",".",".","0.7",".",".","."
"Special","","30","3.597","56.7","10.0","26.7","6.7",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","396","3.705","46.7","18.9","10.1","2.0","0.3",".","",".","13.9","",".","1.8","",".","1.5","3.8","0.3",".","0.8"
"","Dept. Total","992","3.509","45.1","18.5","17.1","5.3","3.5","1.1","",".","5.6","",".","0.7","",".","0.6","1.9","0.1",".","0.3"
