"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","203
015","23","3.196","34.8","21.7","34.8",".",".",".","8.7",".",".",".",".",".",".",".",".","."
"","203
016","22","2.955","13.6","4.5","50.0","22.7","9.1",".",".",".",".",".",".",".",".",".",".","."
"","203
017","23","3.091","17.4","34.8","30.4",".",".","13.0",".","4.3",".",".",".",".",".",".",".","."
"","203
018","24","3.239","25.0","25.0","37.5","4.2",".",".","4.2","4.2",".",".",".",".",".",".",".","."
"","203
019","23","3.391","21.7","43.5","30.4",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","203
020","24","3.125","12.5","29.2","37.5","12.5","8.3",".",".",".",".",".",".",".",".",".",".","."
"","203
021","23","3.435","17.4","52.2","30.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
022","22","3.455","31.8","31.8","31.8","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","203
023","23","3.565","52.2","21.7","17.4","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"","203
024","24","3.271","29.2","29.2","20.8","8.3","12.5",".",".",".",".",".",".",".",".",".",".","."
"","203
025","22","3.227","9.1","36.4","50.0",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","203
026","22","3.075","27.3","13.6","18.2","18.2","9.1","4.5",".",".","4.5",".",".",".",".","4.5",".","."
"","203
027","23","3.239","17.4","34.8","34.8","4.3","8.7",".",".",".",".",".",".",".",".",".",".","."
"","203
028","8","2.938","12.5","37.5","37.5",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"Third Semester Spanish","Course Total","620","3.243","24.4","27.7","32.7","5.3","7.4","0.8","0.8","0.3","0.2",".",".",".","0.2","0.2",".","."
"","204
001","21","3.690","52.4","33.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
002","19","3.421","26.3","31.6","42.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
003","20","3.200","15.0","30.0","45.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","204
004","22","3.114","36.4","9.1","31.8","4.5","13.6",".","4.5",".",".",".",".",".",".",".",".","."
"","204
005","23","3.587","56.5","26.1","8.7","4.3",".","4.3",".",".",".",".",".",".",".",".",".","."
"","204
006","22","3.227","13.6","40.9","31.8","4.5","9.1",".",".",".",".",".",".",".",".",".",".","."
"","204
007","23","3.457","34.8","30.4","26.1","8.7",".",".",".",".",".",".",".",".",".",".",".","."
"","204
008","22","2.857","4.5","27.3","27.3","18.2","13.6","4.5",".","4.5",".",".",".",".",".",".",".","."
"","204
009","23","3.022","26.1","4.3","43.5","8.7","13.0","4.3",".",".",".",".",".",".",".",".",".","."
"","204
010","23","2.957","21.7","4.3","43.5","13.0","13.0","4.3",".",".",".",".",".",".",".",".",".","."
"","204
011","21","2.810","33.3","19.0","9.5","9.5","9.5","9.5","9.5",".",".",".",".",".",".",".",".","."
"","204
012","23","3.130","30.4","17.4","34.8",".","8.7","8.7",".",".",".",".",".",".",".",".",".","."
"","204
013","20","3.200","20.0","35.0","20.0","15.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","204
014","24","3.125","16.7","25.0","37.5","8.3","12.5",".",".",".",".",".",".",".",".",".",".","."
"","204
015","24","3.458","45.8","20.8","16.7","12.5","4.2",".",".",".",".",".",".",".",".",".",".","."
"","204
016","23","3.087","26.1","13.0","34.8","13.0","8.7","4.3",".",".",".",".",".",".",".",".",".","."
"","204
017","22","3.023","9.1","36.4","31.8","13.6","4.5",".","4.5",".",".",".",".",".",".",".",".","."
"","204
018","21","3.214","14.3","38.1","28.6","14.3","4.8",".",".",".",".",".",".",".",".",".",".","."
"","204
019","23","3.391","30.4","39.1","21.7","4.3",".","4.3",".",".",".",".",".",".",".",".",".","."
"","204
020","23","3.674","56.5","26.1","13.0","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","204
021","20","3.250","15.0","30.0","50.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","204
022","21","3.333","28.6","14.3","52.4","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","204
023","20","2.800","5.0","10.0","60.0",".","20.0","5.0",".",".",".",".",".",".",".",".",".","."
"","204
024","9","3.333","22.2","44.4","11.1","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","512","3.223","27.1","24.6","30.9","7.4","6.8","2.1","0.8","0.2",".",".",".",".",".",".",".","."
"","223
001","160","3.440","38.8","27.5","23.8","3.1","4.4","0.6","0.6","1.3",".",".",".",".",".",".",".","."
"","223
002","25","3.375","28.0","28.0","32.0","4.0","4.0",".",".","4.0",".",".",".",".",".",".",".","."
"","223
003","18","3.583","38.9","38.9","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Hispanic Cultures","Course Total","203","3.445","37.4","28.6","24.6","3.0","3.9","0.5","0.5","1.5",".",".",".",".",".",".",".","."
"","224
001","24","3.614","41.7","29.2","20.8",".",".",".",".","4.2",".",".",".",".",".",".",".","4.2"
