"","999
049","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
076","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
085","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","5","***","","","","","","","","","","","","","","","","","",""
"PHM SCI
718","Dept. Total","1547","3.258","31.5","19.1","27.3","8.7","6.3","0.6","0.3","2.8","",".","3.0","",".","0.2","0.3",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","2.500",".",".",".","100.0",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","2","3.100","50.0",".",".","50.0",".",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","95","3.553","53.7","12.6","28.4","2.1","3.2",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","124","3.398","41.1","22.6","22.6","6.5","4.0",".","1.6",".","",".",".","",".",".","1.6",".",".","."
"Undergraduates","","222","3.458","46.4","18.0","24.8","5.4","3.6",".","0.9",".","",".",".","",".",".","0.9",".",".","."
"Special","","2","3.500","50.0",".","50.0",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","129","3.978","27.9","0.8",".",".",".",".",".","33.3","",".","35.7","",".","2.3",".",".",".","."
"Prof Yr 1","","273","3.052","20.5","16.8","33.7","13.2","13.2","1.1","0.4",".","",".",".","",".",".","0.7",".",".","0.4"
"Prof Yr 2","","532","3.162","24.2","18.8","35.0","11.3","9.2","1.3","0.2",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","389","3.510","41.6","27.8","22.9","6.7","1.0",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","1194","3.207","29.1","21.3","30.7","10.2","7.5","0.8","0.2",".","",".",".","",".",".","0.2",".",".","0.1"
"","Dept. Total","1547","3.258","31.5","19.1","27.3","8.7","6.3","0.6","0.3","2.8","",".","3.0","",".","0.2","0.3",".",".","0.1"
