"Independnt Research for Majors","677
003","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
004","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
005","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Study","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"JEWISH
510","Dept. Total","137","3.602","51.1","24.8","16.1","2.9","1.5","",".","0.7","1.5","",".",".","",".","",".","1.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","37","3.592","35.1","51.4","10.8",".","2.7","",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","44","3.551","56.8","13.6","15.9","4.5","2.3","",".","2.3","2.3","",".",".","",".","",".","2.3",".",".","."
"Junior","","22","3.759","68.2","18.2","9.1","4.5",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","31","3.549","48.4","16.1","29.0","3.2",".","",".",".",".","",".",".","",".","",".","3.2",".",".","."
"Undergraduates","","134","3.596","50.7","25.4","16.4","3.0","1.5","",".","0.7","0.7","",".",".","",".","",".","1.5",".",".","."
"Special","","2","4.000","50.0",".",".",".",".","",".",".","50.0","",".",".","",".","",".",".",".",".","."
"Graduate","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","137","3.602","51.1","24.8","16.1","2.9","1.5","",".","0.7","1.5","",".",".","",".","",".","1.5",".",".","."
