"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","990
048","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
051","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis","Course Total","39","",".",".",".",".",".",".",".","79.5","5.1",".",".","12.8",".",".","2.6","."
"SPANISH
912","Dept. Total","3872","3.314","33.1","25.3","26.9","4.8","6.0","1.0","0.9","1.5","0.1",".",".","0.2","0.1","0.0","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1181","3.321","26.2","30.0","34.7","3.6","4.5","0.4","0.6",".",".",".",".",".","0.1",".",".","."
"Sophomore","","862","3.247","28.5","26.0","29.1","6.0","7.7","1.3","0.9","0.5",".",".",".",".",".",".",".","."
"Junior","","752","3.270","34.0","23.1","25.1","5.7","8.6","0.9","0.9","0.9",".",".",".",".","0.4",".",".","0.1"
"Senior","","860","3.330","39.4","23.3","20.7","5.5","5.7","1.5","1.5","1.7",".",".",".","0.1",".","0.1","0.2","0.2"
"Undergraduates","","3655","3.295","31.5","26.0","28.1","5.0","6.4","1.0","1.0","0.7",".",".",".","0.0","0.1","0.0","0.1","0.1"
"Special","","15","3.170","26.7","33.3","20.0","6.7","6.7","6.7",".",".",".",".",".",".",".",".",".","."
"Graduate","","200","3.842","63.0","10.0","5.0","1.0",".",".",".","16.0","1.5",".",".","2.5","0.5",".","0.5","."
"Prof Yr 2","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","2","3.214",".","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","3872","3.314","33.1","25.3","26.9","4.8","6.0","1.0","0.9","1.5","0.1",".",".","0.2","0.1","0.0","0.1","0.1"
