"","999
025","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
075","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
076","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Reading and Research","Course Total","5","***","","","","","","","","","","","","","","","","","",""
"RUR SOC
864","Dept. Total","231","3.466","50.6","19.9","10.4","5.2","4.3","0.9","0.4","3.9","",".",".","",".","1.7","2.2","0.4",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","34","3.679","91.2","2.9",".",".","5.9",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","22","3.462","40.9","31.8","18.2","4.5",".","4.5",".",".","",".",".","",".",".",".",".",".","."
"Junior","","57","3.296","35.1","26.3","17.5","7.0","8.8",".","1.8",".","",".",".","",".",".","1.8","1.8",".","."
"Senior","","79","3.419","44.3","24.1","12.7","8.9","2.5","1.3",".","2.5","",".",".","",".",".","3.8",".",".","."
"Undergraduates","","192","3.401","49.5","21.9","12.5","6.3","4.7","1.0","0.5","1.0","",".",".","",".",".","2.1","0.5",".","."
"Special","","5","3.607","60.0","20.0",".",".","20.0",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","34","3.932","55.9","8.8",".",".",".",".",".","20.6","",".",".","",".","11.8","2.9",".",".","."
"","Dept. Total","231","3.466","50.6","19.9","10.4","5.2","4.3","0.9","0.4","3.9","",".",".","",".","1.7","2.2","0.4",".","."
