"","999
160","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
161","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
162","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Readng & Rsch-Marketing PhD","Course Total","12","3.953","58.3","8.3",".",".",".",".",".","16.7","",".",".","",".","8.3",".",".","8.3","."
"MARKETNG
237","Dept. Total","1656","3.357","29.3","30.7","26.7","8.4","3.5","0.2","0.1","0.5","",".",".","",".","0.1","0.2","0.1","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","59","2.924","5.1","20.3","45.8","15.3","11.9","1.7",".",".","",".",".","",".",".",".",".",".","."
"Junior","","404","3.229","21.0","29.5","30.4","14.1","4.2","0.7",".",".","",".",".","",".",".",".",".",".","."
"Senior","","688","3.343","28.9","29.2","26.5","10.2","4.1",".","0.1","0.6","",".",".","",".",".","0.3",".","0.1","."
"Undergraduates","","1151","3.281","24.9","28.8","28.8","11.8","4.5","0.3","0.1","0.3","",".",".","",".",".","0.2",".","0.1","."
"Special","","33","3.375","33.3","24.2","27.3","6.1","6.1",".",".",".","",".",".","",".",".",".","3.0",".","."
"Graduate","","468","3.564","39.7","35.3","21.6","0.2","0.9",".",".","1.1","",".",".","",".","0.2","0.4",".","0.6","."
"Prof Yr 2","","4","3.625","25.0","75.0",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","4","3.625","25.0","75.0",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1656","3.357","29.3","30.7","26.7","8.4","3.5","0.2","0.1","0.5","",".",".","",".","0.1","0.2","0.1","0.2","."
