"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MED","College Total","8256","3.498","42.4","16.6","13.3","2.5","2.7","1.0","0.3","16.4","0.0","1.8","0.0","1.7","0.6",".","0.4","0.2"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","21","3.808","71.4",".","14.3",".",".",".",".",".",".",".",".",".","9.5",".","4.8","."
"Sophomore","","307","2.913","41.4","8.5","17.6","6.5","15.0","6.8","2.9","0.3",".",".",".",".","0.3",".","0.7","."
"Junior","","760","3.267","50.5","13.0","18.6","3.4","7.9","4.3","1.2",".",".",".",".",".","0.4",".","0.7","."
"Senior","","1537","3.510","56.9","14.1","16.4","3.6","4.5","1.6","0.4","0.8",".","0.2",".","0.8","0.4",".","0.4","."
"Undergraduates","","2625","3.359","53.4","13.0","17.1","3.9","6.7","3.0","0.9","0.5",".","0.1",".","0.5","0.5",".","0.5","."
"Special","","187","3.513","48.1","16.0","20.9","2.7","2.7","0.5",".","3.7",".",".",".","0.5","0.5",".","4.3","."
"Graduate","","1647","3.710","41.3","14.8","6.6","0.7","0.3","0.1",".","25.8",".","2.7","0.1","7.0","0.5",".","0.1","."
"Prof Yr 1","","1452","3.359","15.4","12.3","8.5","1.0","1.7","0.3","0.1","58.5",".","1.0",".","0.1","0.2",".","0.1","0.9"
"Prof Yr 2","","1072","3.527","39.6","24.7","20.1","6.8","0.7",".","0.2","2.3","0.2","4.7",".","0.1","0.1",".","0.4","0.1"
"Prof Yr 3","","387","3.427","24.8","31.0","26.9","0.5","0.3",".",".","1.6",".","10.1","0.3","1.0","2.1",".","0.8","0.8"
"Prof Yr 4","","909","3.813","66.6","21.5","6.7","0.1","0.1","0.2",".","2.6",".","0.2",".","0.2","1.4",".","0.1","0.2"
"Professionals","","3820","3.562","35.3","19.8","13.2","2.4","0.9","0.2","0.1","23.7","0.1","2.7","0.0","0.2","0.7",".","0.3","0.5"
"","College Total","8279","3.498","42.5","16.6","13.3","2.5","2.7","1.0","0.3","16.3","0.0","1.8","0.0","1.7","0.6",".","0.4","0.2"
