"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"489","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","091","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors in Research","Course Total","","3","***","","","","","","","","","","","","","","","",""
"525
Introduction to Plasmas","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"527
Plasma Confinement&Heating","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"533
Image Processing","001","","27","3.712","48.1","40.7","7.4",".",".",".",".","3.7",".",".",".",".",".",".",".","."
"536
Integrated Optics&Optoelect","001","","18","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"539
Intro-Artificl Neural Ntwrk","001","","23","3.357","21.7","30.4","34.8",".","4.3",".",".",".",".",".",".",".","8.7",".",".","."
"542
Intro to Microelectromech Sys","001","","11","3.650","36.4","45.5","9.1",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"548
Integrated Circuit Design","001","","26","3.308","42.3","7.7","23.1","23.1","3.8",".",".",".",".",".",".",".",".",".",".","."
"551
Digital Sys Design & Synthesis","001","","40","2.838","25.0","17.5","17.5","15.0","15.0","2.5","7.5",".",".",".",".",".",".",".",".","."
"552
Intro-Computer Architecture","001","","34","3.438","26.5","44.1","17.6","2.9",".","2.9",".","5.9",".",".",".",".",".",".",".","."
"553
Testing Desgn - Digital Sys","001","","33","3.379","30.3","30.3","27.3","9.1","3.0",".",".",".",".",".",".",".",".",".",".","."
"554
Digital Engineering Lab","001","","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"555
Digital Circuits&Components","001","","44","3.716","56.8","29.5","13.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","041","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","046","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","077","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","080","","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".",".",".","14.3","."
"699","091","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","31","3.940","77.4","9.7",".",".",".",".",".","9.7",".",".",".",".",".",".","3.2","."
"702
Grad Cooperative Educ Program","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"712","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"712","003","","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Solid State Power Conversn","Course Total","","14","3.923","78.6","14.3",".",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"714","001","","11","3.545","81.8",".","9.1",".",".",".","9.1",".",".",".",".",".",".",".",".","."
"714","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Utilty Appl-Powr Electroncs","Course Total","","14","3.429","71.4",".","14.3",".","7.1",".","7.1",".",".",".",".",".",".",".",".","."
"717
Linear Systems","001","","22","3.318","36.4","18.2","31.8","9.1",".","4.5",".",".",".",".",".",".",".",".",".","."
"726
Plasma Magnetohydrodynamics","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"735
Signl Synthesis&Recvry Tech","001","","20","3.158","20.0","15.0","35.0","25.0",".",".",".","5.0",".",".",".",".",".",".",".","."
