"","990
071","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
072","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
075","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","44","",".",".",".",".",".",".",".","77.3","",".",".",".","22.7",".",".",".","."
"PATH-BIO
703","Dept. Total","747","3.552","41.8","20.2","14.3","3.1","0.8","0.1","0.4","17.1","",".",".",".","1.7","0.1",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"703
PATH-BIO","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","22","3.577","81.8",".","13.6",".",".",".","4.5",".","",".",".",".",".",".",".",".","."
"Sophomore","","30","3.371","63.3","10.0","10.0","10.0","3.3","3.3",".",".","",".",".",".",".",".",".",".","."
"Junior","","26","3.169","53.8","7.7","19.2",".","7.7",".","7.7",".","",".",".",".",".","3.8",".",".","."
"Senior","","25","3.575","64.0","8.0","20.0","4.0","4.0",".",".",".","",".",".",".",".",".",".",".","."
"Undergraduates","","103","3.397","65.0","6.8","15.5","3.9","3.9","1.0","2.9",".","",".",".",".",".","1.0",".",".","."
"Special","","5","4.000","20.0",".",".",".",".",".",".","80.0","",".",".",".",".",".",".",".","."
"Graduate","","59","3.788","20.3","3.4","1.7","1.7",".",".",".","49.2","",".",".",".","22.0",".",".","1.7","."
"Prof Yr 2","","504","3.565","40.3","28.2","17.9","3.6","0.4",".",".","9.7","",".",".",".",".",".",".",".","."
"Prof Yr 3","","4","4.000","25.0",".",".",".",".",".",".","75.0","",".",".",".",".",".",".",".","."
"Prof Yr 4","","72","4.000","38.9",".",".",".",".",".",".","59.7","",".",".",".",".",".",".","1.4","."
"Professionals","","580","3.576","40.0","24.5","15.5","3.1","0.3",".",".","16.4","",".",".",".",".",".",".","0.2","."
"","Dept. Total","747","3.552","41.8","20.2","14.3","3.1","0.8","0.1","0.4","17.1","",".",".",".","1.7","0.1",".","0.3","."
