"BUS","","","","","","","","","","","","","","","","","","","","","",""
"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","","","","",""
"ACCT I S
232","Dept. Total","2329","3.202","30.4","22.8","25.6","7.0","9.8","2.8","0.9","0.4","",".",".","",".","",".","0.3",".",".","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","338","2.831","21.9","13.0","24.9","11.2","21.3","4.7","3.0",".","",".",".","",".","",".",".",".",".","."
"Junior","","631","3.067","26.5","19.2","26.5","8.6","14.1","4.3","0.8",".","",".",".","",".","",".",".",".",".","0.2"
"Senior","","783","3.192","27.2","21.5","32.2","7.4","7.8","2.6","0.8","0.4","",".",".","",".","",".","0.3",".",".","."
"Undergraduates","","1752","3.077","25.9","19.0","28.7","8.6","12.7","3.6","1.2","0.2","",".",".","",".","",".","0.1",".",".","0.1"
"Special","","22","3.118","31.8","9.1","22.7",".","4.5","4.5","4.5","9.1","",".",".","",".","",".","13.6",".",".","."
"Graduate","","551","3.598","44.1","35.6","16.0","2.2","0.9","0.4",".","0.7","",".",".","",".","",".","0.2",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","3","3.833","66.7","33.3",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","4","3.875","75.0","25.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","2329","3.202","30.4","22.8","25.6","7.0","9.8","2.8","0.9","0.4","",".",".","",".","",".","0.3",".",".","0.0"
