"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1
001","37","4.000","94.6",".",".",".",".",".",".",".",".",".",".",".","5.4",".",".","."
"","160
001","16","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","160
002","16","3.344","50.0","18.8","18.8",".","6.3",".","6.3",".",".",".",".",".",".",".",".","."
"","160
003","17","3.706","52.9","35.3","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Architectural Graphics","Course Total","49","3.561","51.0","26.5","18.4",".","2.0",".","2.0",".",".",".",".",".",".",".",".","."
"","170
001","20","3.575","50.0","35.0","10.0",".",".","5.0",".",".",".",".",".",".",".",".",".","."
"","170
002","20","3.325","40.0","30.0","15.0","5.0","5.0",".","5.0",".",".",".",".",".",".",".",".","."
"","170
003","21","3.405","52.4","14.3","9.5","19.0",".","4.8",".",".",".",".",".",".",".",".",".","."
"","170
004","18","3.167","44.4","22.2","11.1","11.1",".",".","11.1",".",".",".",".",".",".",".",".","."
"Civil Engineering Graphics","Course Total","79","3.373","46.8","25.3","11.4","8.9","1.3","2.5","3.8",".",".",".",".",".",".",".",".","."
"Intro Engineering Graphics","231
001","144","3.066","30.6","16.7","21.5","17.4","7.6","2.8","3.5",".",".",".",".",".",".",".",".","."
"","240
001","40","2.688","7.5","12.5","17.5","40.0","20.0","2.5",".",".",".",".",".",".",".",".",".","."
"","002
240","49","3.000","18.4","14.3","26.5","30.6","10.2",".",".",".",".",".",".",".",".",".",".","."
"","240
003","51","2.784","7.8","23.5","15.7","31.4","17.6","3.9",".",".",".",".",".",".",".",".",".","."
"Dynamics","Course Total","140","2.832","11.4","17.1","20.0","33.6","15.7","2.1",".",".",".",".",".",".",".",".",".","."
"Undergrad Mech Engr Project","291
015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","299
050","39","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","306
001","44","2.739","15.9","18.2","15.9","25.0","11.4","13.6",".",".",".",".",".",".",".",".",".","."
"","306
002","44","3.011","15.9","22.7","31.8","15.9","9.1","4.5",".",".",".",".",".",".",".",".",".","."
"Mechanics of Materials","Course Total","88","2.875","15.9","20.5","23.9","20.5","10.2","9.1",".",".",".",".",".",".",".",".",".","."
"","307
001","6","3.250",".","83.3",".",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"","307
002","9","2.944","33.3",".","22.2","11.1","33.3",".",".",".",".",".",".",".",".",".",".","."
"","307
003","10","3.450","20.0","50.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
004","12","3.042","25.0","8.3","16.7","50.0",".",".",".",".",".",".",".",".",".",".",".","."
"","307
006","6","3.500","50.0","33.3",".",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"","307
007","9","3.111","11.1","22.2","44.4","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"","307
008","9","3.389","33.3","44.4",".","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"","009
307","7","2.929","14.3","14.3","28.6","28.6","14.3",".",".",".",".",".",".",".",".",".",".","."
"","307
010","9","3.500","44.4","22.2","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","307
011","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","307
012","10","3.200","20.0","30.0","20.0","30.0",".",".",".",".",".",".",".",".",".",".",".","."
"Mechanics of Materials Lab","Course Total","90","3.228","25.6","27.8","21.1","17.8","7.8",".",".",".",".",".",".",".",".",".",".","."
"","313
001","42","3.354","31.0","26.2","26.2","9.5","4.8",".",".",".",".",".",".",".","2.4",".",".","."
"","313
002","56","3.223","16.1","28.6","39.3","16.1",".",".",".",".",".",".",".",".",".",".",".","."
"Manufacturing Processes","Course Total","98","3.278","22.4","27.6","33.7","13.3","2.0",".",".",".",".",".",".",".","1.0",".",".","."
"","314
001","43","3.058","9.3","25.6","39.5","18.6","7.0",".",".",".",".",".",".",".",".",".",".","."
"","314
002","44","3.068","6.8","29.5","38.6","20.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"Manufacturing Fundamentals","Course Total","87","3.063","8.0","27.6","39.1","19.5","5.7",".",".",".",".",".",".",".",".",".",".","."
"Geom Modeling-Engr Applcatn","331
001","91","3.159","12.1","29.7","38.5","17.6","2.2",".",".",".",".",".",".",".",".",".",".","."
"","340
001","44","2.625","20.5","11.4","13.6","22.7","15.9","11.4","4.5",".",".",".",".",".",".",".",".","."
"","340
002","54","2.972","14.8","22.2","29.6","9.3","20.4","1.9",".",".",".",".",".",".",".","1.9",".","."
"Intro to Dynamic Systems","Course Total","98","2.814","17.3","17.3","22.4","15.3","18.4","6.1","2.0",".",".",".",".",".",".","1.0",".","."
"","342
002","41","2.841","14.6","19.5","24.4","12.2","26.8",".","2.4",".",".",".",".",".",".",".",".","."
"","342
003","42","2.857","14.3","19.0","35.7","9.5","9.5","11.9",".",".",".",".",".",".",".",".",".","."
"January 24, 2011","","","","","","","","","","","","","","","","","","Page 130 of 402",""
